name,oracle_text,scryfall_link,image_src,chinese_simplified,chinese_traditional,french,german,italian,japanese,korean,portuguese,russian,spanish
Stratus Walk,"Stratus Walk	{1}{U}
Enchantment — Aura
Enchant creature
When this Aura enters, draw a card.
Enchanted creature has flying. (It can't be blocked except by creatures with flying or reach.)
Enchanted creature can block only creatures with flying.

",https://scryfall.com/card/bng/52/stratus-walk,https://cards.scryfall.io/large/front/9/4/947bb8f3-51f5-4fbe-9098-7e48f9fe1452.jpg?1562031789,漫步云端,漫步雲端,Tour de stratus,Auf Wolken wandeln,Camminare sui Nembi,層雲歩み,구름 걷기,Caminhar nos Estratos,Прогулка по Облакам,Levitación estratosférica
Sudden Storm,"Sudden Storm	{3}{U}
Instant
Tap up to two target creatures. Those creatures don't untap during their controllers' next untap steps. Scry 1. (Look at the top card of your library. You may put that card on the bottom.)

",https://scryfall.com/card/bng/53/sudden-storm,https://cards.scryfall.io/large/front/6/b/6beffc33-58fd-4364-b87b-d4573ecaf4bd.jpg?1593091796,突降暴雨,突降暴雨,Tempête soudaine,Plötzlicher Sturm,Tempesta Improvvisa,突然の嵐,느닷없는 폭풍,Tempestade Súbita,Внезапная Буря,Tormenta repentina
Thassa's Rebuff,"Thassa's Rebuff	{1}{U}
Instant
Counter target spell unless its controller pays {X}, where X is your devotion to blue. (Each {U} in the mana costs of permanents you control counts toward your devotion to blue.)

",https://scryfall.com/card/bng/54/thassas-rebuff,https://cards.scryfall.io/large/front/8/1/816a6ff7-cede-4346-b3e6-aee33aefac3a.jpg?1593091807,塔萨的拒斥,塔薩的拒斥,Rebuffade de Thassa,Thassas Zurückweisung,Rifiuto di Thassa,タッサの拒絶,타사의 거절,Repúdio de Tassa,Отпор Тассы,Desaire de Tassa
Tromokratis,"Tromokratis	{5}{U}{U}
Legendary Creature — Kraken
Tromokratis has hexproof unless it's attacking or blocking.
Tromokratis can't be blocked unless all creatures defending player controls block it. (If any creature that player controls doesn't block this creature, it can't be blocked.)
8/8
",https://scryfall.com/card/bng/55/tromokratis,https://cards.scryfall.io/large/front/f/4/f40ad933-ddd9-4975-a222-21fe3305137c.jpg?1690017060,卓莫克雷提,卓莫克雷提,Tromokratis,Tromokratis,Tromokrate,トロモクラティス,트로모크레이티스,Tromokratis,Тромократ,Tromokratis
Vortex Elemental,"Vortex Elemental	{U}
Creature — Elemental
{U}: Put this creature and each creature blocking or blocked by it on top of their owners' libraries, then those players shuffle.
{3}{U}{U}: Target creature blocks this creature this turn if able.
0/1
",https://scryfall.com/card/bng/56/vortex-elemental,https://cards.scryfall.io/large/front/5/c/5cb7ca2b-c5de-4c8a-91cb-8dd8ab5387d8.jpg?1593091827,漩涡元素,漩渦元素,Élémental de vortex,Strudelelementar,Elementale del Vortice,渦潮の精霊,소용돌이 정령,Elemental do Vórtice,Элементаль Вихря,Elemental del vórtice
Whelming Wave,"Whelming Wave	{2}{U}{U}
Sorcery
Return all creatures to their owners' hands except for Krakens, Leviathans, Octopuses, and Serpents.

",https://scryfall.com/card/bng/57/whelming-wave,https://cards.scryfall.io/large/front/d/d/ddb863a0-3ff8-42a3-a151-4ea9aa433336.jpg?1608912215,灭顶浪潮,滅頂浪潮,Vague de submersion,Flutwelle,Onda Travolgente,圧倒的な波,내리덮는 파도,Onda Imersora,Затапливающая Волна,Tromba
Archetype of Finality,"Archetype of Finality	{4}{B}{B}
Enchantment Creature — Gorgon
Creatures you control have deathtouch.
Creatures your opponents control lose deathtouch and can't have or gain deathtouch.
2/3
",https://scryfall.com/card/bng/58/archetype-of-finality,https://cards.scryfall.io/large/front/f/3/f326b9c5-063b-4c53-a696-11cd89fc88d8.jpg?1593091847,绝命典范,絕命典範,Archétype de la fatalité,Sinnbild der Endgültigkeit,Archetipo dell'Ineluttabilità,決断の元型,종결의 표상,Arquétipo da Finalidade,Образец Завершенности,Prototipo de irreversibilidad
Ashiok's Adept,"Ashiok's Adept	{2}{B}
Creature — Human Wizard
Heroic — Whenever you cast a spell that targets this creature, each opponent discards a card.
1/3
",https://scryfall.com/card/bng/59/ashioks-adept,https://cards.scryfall.io/large/front/8/6/86acd1cc-5238-4734-a324-b4cecffc0bab.jpg?1593091857,安梭苛的专家,安梭苛的專家,Expert d'Ashiok,Ashioks Lehrling,Adepto di Ashiok,アショクの心酔者,아시오크의 추종자,Adepto de Ashiok,Адепт Ашиока,Adepto de Ashiok
Asphyxiate,"Asphyxiate	{1}{B}{B}
Sorcery
Destroy target untapped creature.

",https://scryfall.com/card/bng/60/asphyxiate,https://cards.scryfall.io/large/front/8/9/894f3f5f-586d-45e4-9af7-4de80e44dfae.jpg?1593091866,闷死,悶死,Mort par asphyxie,Luft abschnüren,Asfissiare,窒息死,질식사,Morte por Asfixia,Удушье,Asfixiar
Bile Blight,"Bile Blight	{B}{B}
Instant
Target creature and all other creatures with the same name as that creature get -3/-3 until end of turn.

",https://scryfall.com/card/bng/61/bile-blight,https://cards.scryfall.io/large/front/3/c/3ca11057-e50a-4817-924a-5bb504d0780f.jpg?1593091873,枯胆恶疾,枯膽惡疾,Fléau biliaire,Gallenfäule,Morbo Avvizzente,胆汁病,구토병,Bileputríase,Гибельная Желчь,Peste biliar
Black Oak of Odunos,"Black Oak of Odunos	{2}{B}
Creature — Zombie Treefolk
Defender
{B}, Tap another untapped creature you control: This creature gets +1/+1 until end of turn.
0/5
",https://scryfall.com/card/bng/62/black-oak-of-odunos,https://cards.scryfall.io/large/front/5/f/5f1e9195-a711-4f4d-9d53-d5d230c092ef.jpg?1593091882,俄渡诺陵黑橡树妖,俄渡諾陵黑橡樹妖,Chêne noir d'Odounos,Schwarzeiche von Odunos,Quercia Nera di Odunos,オドゥノスの黒樫,오두노스의 검은 떡갈나무,Carvalho Negro de Odunos,Черный Дуб Одуна,Roble de Odunos
Champion of Stray Souls,"Champion of Stray Souls	{4}{B}{B}
Creature — Skeleton Warrior
{3}{B}{B}, {T}, Sacrifice X other creatures: Return X target creature cards from your graveyard to the battlefield.
{5}{B}{B}: Put this card from your graveyard on top of your library.
4/4
",https://scryfall.com/card/bng/63/champion-of-stray-souls,https://cards.scryfall.io/large/front/f/0/f0efbddb-c076-4552-b417-3608e0696a77.jpg?1568004159,孤魂斗士,孤魂鬥士,Champion des âmes égarées,Champion der verlorenen Seelen,Campione delle Anime Perdute,彷徨える魂の勇者,방황하는 영혼의 투사,Campeão das Almas Perdidas,Поборник Заблудших Душ,Campeón de las almas descarriadas
Claim of Erebos,"Claim of Erebos	{1}{B}
Enchantment — Aura
Enchant creature
Enchanted creature has ""{1}{B}, {T}: Target player loses 2 life.""

",https://scryfall.com/card/bng/64/claim-of-erebos,https://cards.scryfall.io/large/front/a/5/a51db556-b3e8-4628-9e39-6353023b0696.jpg?1593091901,厄睿柏斯索魂,厄睿柏斯索魂,Revendication d'Érebos,Anrecht des Erebos,Rivendicazione di Erebos,エレボスの催促,에레보스의 요구,Reivindicação de Érebo,Право Эреба,Reivindicación de Erebos
Drown in Sorrow,"Drown in Sorrow	{1}{B}{B}
Sorcery
All creatures get -2/-2 until end of turn. Scry 1. (Look at the top card of your library. You may put that card on the bottom.)

",https://scryfall.com/card/bng/65/drown-in-sorrow,https://cards.scryfall.io/large/front/4/5/4512357b-0d08-4996-9301-5853eae1ea64.jpg?1690007607,陷入悲痛,陷入悲痛,Chagrin accablant,Im Leid ertrinken,Annegare nel Dolore,悲哀まみれ,슬픔에 빠져 죽다,Afogar em Mágoas,В Объятиях Тоски,Ahogado en pena
Eater of Hope,"Eater of Hope	{5}{B}{B}
Creature — Demon
Flying
{B}, Sacrifice another creature: Regenerate this creature.
{2}{B}, Sacrifice two other creatures: Destroy target creature.
6/4
",https://scryfall.com/card/bng/66/eater-of-hope,https://cards.scryfall.io/large/front/a/7/a7c62113-48c1-47ae-8ede-c05c1c914c3b.jpg?1637630150,希望噬魔,希望噬魔,Dévoreur d'espoir,Verschlinger der Hoffnung,Divoratore di Speranza,希望喰らい,희망의 탐식자,Devorador de Esperança,Пожиратель Надежды,Devorador de esperanza
Eye Gouge,"Eye Gouge	{B}
Instant
Target creature gets -1/-1 until end of turn. If it's a Cyclops, destroy it.

",https://scryfall.com/card/bng/67/eye-gouge,https://cards.scryfall.io/large/front/9/4/94d4eb34-0529-48a0-ac52-b57cead7b651.jpg?1593091932,凿眼,鑿眼,En plein dans l'œil,Augen ausstechen,Perforazione dell'Occhio,目抉り,눈알 찌르기,Arrancar Olho,Лишение Глаза,Directo al ojo
Fate Unraveler,"Fate Unraveler	{3}{B}
Enchantment Creature — Hag
Whenever an opponent draws a card, this creature deals 1 damage to that player.
3/4
",https://scryfall.com/card/bng/68/fate-unraveler,https://cards.scryfall.io/large/front/3/0/30250c4d-2c16-4d03-874e-aec39d8e72a9.jpg?1726284820,析命巫婆,析命巫婆,Détisseuse de destin,Schicksalsvereitlerin,Colei che Dipana il Fato,運命をほぐす者,운명을 꼬는 노파,Desmanchadora de Destino,Расплетательница Судеб,Devanadora del destino
Fated Return,"Fated Return	{4}{B}{B}{B}
Instant
Put target creature card from a graveyard onto the battlefield under your control. It gains indestructible. If it's your turn, scry 2.

",https://scryfall.com/card/bng/69/fated-return,https://cards.scryfall.io/large/front/5/d/5d168856-5568-4ee0-942d-78865d2bb1ef.jpg?1604193072,命定归返,命定歸返,Retour annoncé,Schicksalhafte Rückkehr,Risveglio Fatidico,宿命的復活,운명적 귀환,Retorno Predestinado,Предначертанное Возвращение,Regreso nefasto
Felhide Brawler,"Felhide Brawler	{1}{B}
Creature — Minotaur
This creature can't block unless you control another Minotaur.
2/2
",https://scryfall.com/card/bng/70/felhide-brawler,https://cards.scryfall.io/large/front/4/a/4a829bb0-6a84-46de-9c2d-14176cf542e6.jpg?1593091966,惊怖喧哗兵,驚怖喧嘩兵,Bagarreur Fangepeau,Schauderbalg-Raufbold,Lottatore Velloirsuto,悪魔の皮の喧嘩屋,썩은가죽 싸움꾼,Rufião Courovil,Скверношкурый Буян,Pendenciero pielacre
Forlorn Pseudamma,"Forlorn Pseudamma	{3}{B}
Creature — Zombie
Intimidate (This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.)
Inspired — Whenever this creature becomes untapped, you may pay {2}{B}. If you do, create a 2/2 black Zombie enchantment creature token.
2/1
",https://scryfall.com/card/bng/71/forlorn-pseudamma,https://cards.scryfall.io/large/front/1/c/1c236a33-fb20-41f4-8946-beb65d1cf684.jpg?1593091974,渴子鬼母,渴子鬼母,Pseudomère désespérée,Einsame Pseudamma,Pseudamma Disperata,絶望の偽母,고독한 수담마,Pseudomadre Desconsolada,Отчаявшаяся Псевдамма,Seudodama desolada
Forsaken Drifters,"Forsaken Drifters	{3}{B}
Creature — Zombie
When this creature dies, mill four cards.
4/2
",https://scryfall.com/card/bng/72/forsaken-drifters,https://cards.scryfall.io/large/front/0/5/05445d18-3590-4216-9392-9438d9f9395d.jpg?1593091984,孤零漂泊者,孤零漂泊者,Vagabonds esseulés,Verlorene Vagabunden,Erranti Dimenticati,見捨てられし流れ者,버림 받은 방랑자들,Errantes Abandonados,Брошенные Скитальцы,Errantes abandonados
Gild,"Gild	{3}{B}
Sorcery
Exile target creature. Create a Gold token. (It's an artifact with ""Sacrifice this token: Add one mana of any color."")

",https://scryfall.com/card/bng/73/gild,https://cards.scryfall.io/large/front/e/a/ea315dab-e35d-4fdf-8574-b22e70643063.jpg?1579814093,化金,化金,Dorure,Vergolden,Indorare,金箔付け,도금,Dourar,Позолота,Gualdo
Grisly Transformation,"Grisly Transformation	{2}{B}
Enchantment — Aura
Enchant creature
When this Aura enters, draw a card.
Enchanted creature has intimidate. (It can't be blocked except by artifact creatures and/or creatures that share a color with it.)

",https://scryfall.com/card/bng/74/grisly-transformation,https://cards.scryfall.io/large/front/4/e/4eb0ce84-560f-4e39-a0ab-7bd710d541cc.jpg?1593092015,骇人转化,駭人轉化,Transformation sinistre,Grausige Verwandlung,Trasformazione Raccapricciante,忌まわしい変身,끔찍한 변형,Transformação Macabra,Жуткое Превращение,Transformación macabra
Herald of Torment,"Herald of Torment	{1}{B}{B}
Enchantment Creature — Demon
Bestow {3}{B}{B} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
Flying
At the beginning of your upkeep, you lose 1 life.
Enchanted creature gets +3/+3 and has flying.
3/3
",https://scryfall.com/card/bng/75/herald-of-torment,https://cards.scryfall.io/large/front/6/b/6bb7e5ab-57d7-4a86-b7c2-262932ac3344.jpg?1593092027,劫令恶魔,劫令惡魔,Héraut du tourment,Herold der Qualen,Araldo del Tormento,責め苦の伝令,고통의 전령,Arauto do Tormento,Предвестник Пыток,Heraldo del tormento
Marshmist Titan,"Marshmist Titan	{6}{B}
Creature — Giant
This spell costs {X} less to cast, where X is your devotion to black. (Each {B} in the mana costs of permanents you control counts toward your devotion to black.)
4/5
",https://scryfall.com/card/bng/76/marshmist-titan,https://cards.scryfall.io/large/front/0/9/093d2e4c-f2c4-4d4e-a1b7-200327ce23b0.jpg?1593092035,沼雾泰坦,沼霧泰坦,Titan fangebrume,Sumpfnebel-Titan,Titano Offuscapalude,湿原霧のタイタン,늪안개 거신,Titã Bruma de Pântano,Титан Болотного Тумана,Titán pantanoniebla
Necrobite,"Necrobite	{2}{B}
Instant
Target creature gains deathtouch until end of turn. Regenerate it. (The next time that creature would be destroyed this turn, instead tap it, remove it from combat, and heal all damage on it.)

",https://scryfall.com/card/bng/77/necrobite,https://cards.scryfall.io/large/front/0/6/06c5bca1-b0f0-4032-b2ed-71bdbaa41993.jpg?1562782127,死灵啮咬,死靈嚙咬,Nécromorsure,Nekrobiss,Necromorso,屍噛み,시체의 깨물기,Mordida Necrotizante,Укус Мертвеца,Necromordisco
Nyxborn Eidolon,"Nyxborn Eidolon	{1}{B}
Enchantment Creature — Spirit
Bestow {4}{B} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
Enchanted creature gets +2/+1.
2/1
",https://scryfall.com/card/bng/78/nyxborn-eidolon,https://cards.scryfall.io/large/front/7/6/76f79804-cd90-472b-9d09-3c71e4c6be22.jpg?1593092056,天裔幻灵,天裔幻靈,Eidôlon née de Nyx,Nyxgeborenes Eidolon,Apparizione Nyxiana,ニクス生まれの幻霊,닉스에서 태어난 에이돌론,Eidolon Nyxnato,Эйдолон из Никса,Eidolón nativa de Nyx
Odunos River Trawler,"Odunos River Trawler	{2}{B}
Creature — Zombie
When this creature enters, return target enchantment creature card from your graveyard to your hand.
{W}, Sacrifice this creature: Return target enchantment creature card from your graveyard to your hand.
2/2
",https://scryfall.com/card/bng/79/odunos-river-trawler,https://cards.scryfall.io/large/front/a/5/a5d1eda4-ac34-4905-9022-59f91d38dbb3.jpg?1593092065,俄渡诺陵捕捞客,俄渡諾陵捕撈客,Dragueur d'Odounos,Odunos-Flussfischer,Pescatore Fluviale di Odunos,オドゥノス河の底さらい,오두노스 강 투망꾼,Tarrafeador de Rio de Odunos,Рыбак из Одуна,Arrastrero del río de Odunos
Pain Seer,"Pain Seer	{1}{B}
Creature — Human Wizard
Inspired — Whenever this creature becomes untapped, reveal the top card of your library and put that card into your hand. You lose life equal to that card's mana value.
2/2
",https://scryfall.com/card/bng/80/pain-seer,https://cards.scryfall.io/large/front/8/c/8ce8891f-b44c-4be4-878e-9fc45a9dc9cb.jpg?1593092076,苦痛预言师,苦痛預言師,Voyant de douleur,Schmerzseher,Veggente del Dolore,苦痛の予見者,고통의 예언자,Vidente da Dor,Провидец Боли,Vidente del dolor
Sanguimancy,"Sanguimancy	{4}{B}
Sorcery
You draw X cards and you lose X life, where X is your devotion to black. (Each {B} in the mana costs of permanents you control counts toward your devotion to black.)

",https://scryfall.com/card/bng/81/sanguimancy,https://cards.scryfall.io/large/front/f/b/fb129def-4055-4b12-9944-39406b451553.jpg?1593092085,血占术,血占術,Sanguinomancie,Blutmagie,Ematomanzia,血占術,피로 치는 점,Sanguimancia,Гадание по Крови,Sanguimancia
Servant of Tymaret,"Servant of Tymaret	{2}{B}
Creature — Zombie
Inspired — Whenever this creature becomes untapped, each opponent loses 1 life. You gain life equal to the life lost this way.
{2}{B}: Regenerate this creature.
1/3
",https://scryfall.com/card/bng/82/servant-of-tymaret,https://cards.scryfall.io/large/front/d/f/dfb16d4f-ed42-4b19-9e45-330db88eea9b.jpg?1593092093,提玛瑞的仆从,提瑪瑞的僕從,Servant de Tymaret,Tymarets Diener,Servitore di Tymaret,ティマレットの召使い,티마렛의 수하,Servo de Tymaret,Слуга Тимарета,Siervo de Tymaret
Shrike Harpy,"Shrike Harpy	{3}{B}{B}
Creature — Harpy
Flying
Tribute 2 (As this creature enters, an opponent of your choice may put two +1/+1 counters on it.)
When this creature enters, if tribute wasn't paid, target opponent sacrifices a creature of their choice.
2/2
",https://scryfall.com/card/bng/83/shrike-harpy,https://cards.scryfall.io/large/front/1/c/1c2b1eeb-6cc9-48a7-a068-afa1011c45f2.jpg?1593092105,钩嘴哈痞,鉤嘴哈痞,Harpie grièche,Würgerharpyie,Arpia Avèrla,モズのハーピー,때까치 하피,Harpia Picanço,Гарпия-Сорокопут,Arpía impía
Spiteful Returned,"Spiteful Returned	{1}{B}
Enchantment Creature — Zombie
Bestow {3}{B} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
Whenever this creature or enchanted creature attacks, defending player loses 2 life.
Enchanted creature gets +1/+1.
1/1
",https://scryfall.com/card/bng/84/spiteful-returned,https://cards.scryfall.io/large/front/0/1/017e8cfb-7cb0-403c-b8be-abee22369661.jpg?1593092115,怨毒转世者,怨毒轉世者,Reparu malveillant,Gehässiger Wiedergekehrter,Risvegliato Astioso,悪意に満ちた蘇りし者,악독한 망자,Ressurgido Malévolo,Злобный Возвращенный,Resurgido malévolo
Warchanter of Mogis,"Warchanter of Mogis	{3}{B}{B}
Creature — Minotaur Shaman
Inspired — Whenever this creature becomes untapped, target creature you control gains intimidate until end of turn. (A creature with intimidate can't be blocked except by artifact creatures and/or creatures that share a color with it.)
3/3
",https://scryfall.com/card/bng/85/warchanter-of-mogis,https://cards.scryfall.io/large/front/7/5/757948b3-8cb2-4709-9bbf-031c2bf6d4c5.jpg?1593092126,墨癸斯的战颂师,墨癸斯的戰頌師,Chantre de guerre de Mogis,Kriegsrufer des Mogis,Cantore di Guerra di Mogis,モーギスの戦詠唱者,함성의 모기스 주술사,Cantador de Guerra de Mogis,Певец Войны Могия,Brujosalvaje de Mogis
Weight of the Underworld,"Weight of the Underworld	{3}{B}
Enchantment — Aura
Enchant creature
Enchanted creature gets -3/-2.

",https://scryfall.com/card/bng/86/weight-of-the-underworld,https://cards.scryfall.io/large/front/e/2/e2f31943-e26c-4bd2-bdbd-d980836f99b9.jpg?1562046627,冥界重荷,冥界重荷,Fardeau du Monde souterrain,Last der Unterwelt,Peso dell'Ade,死の国の重み,저승의 무게,Peso do Submundo,Тяжесть Подземного Царства,El peso del Inframundo
Akroan Conscriptor,"Akroan Conscriptor	{4}{R}
Creature — Human Shaman
Heroic — Whenever you cast a spell that targets this creature, gain control of another target creature until end of turn. Untap that creature. It gains haste until end of turn.
3/2
",https://scryfall.com/card/bng/87/akroan-conscriptor,https://cards.scryfall.io/large/front/d/e/decb529f-44fd-409d-932f-be9c403f12f6.jpg?1593092147,阿喀洛斯征兵员,阿喀洛斯徵兵員,Enrôleur akroen,Akroischer Rekrutierer,Arruolatore di Akros,アクロスの徴兵人,아크로스 징집관,Alistador Acrosano,Акросский Рекрутер,Reclutador akroniense
Archetype of Aggression,"Archetype of Aggression	{1}{R}{R}
Enchantment Creature — Human Warrior
Creatures you control have trample.
Creatures your opponents control lose trample and can't have or gain trample.
3/2
",https://scryfall.com/card/bng/88/archetype-of-aggression,https://cards.scryfall.io/large/front/1/3/13946413-c76d-41a8-a699-404fd56b2067.jpg?1593092162,侵略典范,侵略典範,Archétype de l'agressivité,Sinnbild der Aggression,Archetipo dell'Aggressione,攻撃の元型,공격성의 표상,Arquétipo da Agressão,Образец Агрессии,Prototipo de agresión
Bolt of Keranos,"Bolt of Keranos	{1}{R}{R}
Sorcery
Bolt of Keranos deals 3 damage to any target. Scry 1. (Look at the top card of your library. You may put that card on the bottom.)

",https://scryfall.com/card/bng/89/bolt-of-keranos,https://cards.scryfall.io/large/front/4/d/4df70b14-5d67-4a92-aaba-72480c621d10.jpg?1593092169,刻拉诺斯的电击,刻拉諾斯的電擊,Éclair de Kéranos,Blitz des Keranos,Fulmine di Keranos,ケラノスの稲妻,케레노스의 벼락,Raio de Queranos,Разряд Керана,Rayo de Keranos
Cyclops of One-Eyed Pass,"Cyclops of One-Eyed Pass	{2}{R}{R}
Creature — Cyclops

5/2
",https://scryfall.com/card/bng/90/cyclops-of-one-eyed-pass,https://cards.scryfall.io/large/front/7/1/71a25c69-8e57-4a44-955a-da1541bbe0fe.jpg?1593860905,独目峡独眼巨人,獨目峽獨眼巨人,Cyclope du Col Borgne,Zyklop vom Einaugenpass,Ciclope di Passo Guercio,一つ目峠のサイクロプス,애꾸눈 통로의 키클롭스,Ciclope da Passagem Caolha,Циклоп Одноглазого Перевала,Cíclopes del Desfiladero Tuerto
Epiphany Storm,"Epiphany Storm	{R}
Enchantment — Aura
Enchant creature
Enchanted creature has ""{R}, {T}, Discard a card: Draw a card.""

",https://scryfall.com/card/bng/91/epiphany-storm,https://cards.scryfall.io/large/front/d/d/dd3a0128-4499-498d-9721-b1fd70ea84b4.jpg?1593092184,灵愿齐现,靈願齊現,Orage révélateur,Sturm der Eingebung,Tempesta della Rivelazione,天啓の嵐,폭풍치는 계시,Tempestade de Epifanias,Буря Прозрения,Tormenta epifánica
Everflame Eidolon,"Everflame Eidolon	{1}{R}
Enchantment Creature — Spirit
Bestow {2}{R} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
{R}: This creature gets +1/+0 until end of turn. If it's an Aura, enchanted creature gets +1/+0 until end of turn instead.
Enchanted creature gets +1/+1.
1/1
",https://scryfall.com/card/bng/92/everflame-eidolon,https://cards.scryfall.io/large/front/a/0/a018d5ea-5229-40ca-b7c5-31d3e8ebb894.jpg?1593092193,永火幻灵,永火幻靈,Eidôlon de la flamme éternelle,Eidolon der ewigen Flamme,Apparizione della Fiamma Eterna,常炎の幻霊,영원한 불꽃의 에이돌론,Eidolon Chama Eterna,Эйдолон Вечного Пламени,Eidolón llama eterna
Fall of the Hammer,"Fall of the Hammer	{1}{R}
Instant
Target creature you control deals damage equal to its power to another target creature.

",https://scryfall.com/card/bng/93/fall-of-the-hammer,https://cards.scryfall.io/large/front/6/b/6b40108a-c9b6-4364-9d5a-c87a9cc4e94b.jpg?1562274137,天降锤击,天降錘擊,Verdict du marteau,Hammerschlag,Schianto del Martello,槌の一撃,망치 강타,Queda do Martelo,Удар Молота,Caída del martillo
Fated Conflagration,"Fated Conflagration	{1}{R}{R}{R}
Instant
Fated Conflagration deals 5 damage to target creature or planeswalker. If it's your turn, scry 2.

",https://scryfall.com/card/bng/94/fated-conflagration,https://cards.scryfall.io/large/front/6/6/66ea1aeb-bd42-4960-b40f-e7c2fd1efb5c.jpg?1593092210,命定烈焰,命定烈焰,Conflagration annoncée,Schicksalhafte Feuersbrunst,Conflagrazione Fatidica,宿命的火災,운명적 화재,Conflagração Predestinada,Предначертанный Пожар,Quema nefasta
Fearsome Temper,"Fearsome Temper	{2}{R}
Enchantment — Aura
Enchant creature
Enchanted creature gets +2/+2 and has ""{2}{R}: Target creature can't block this creature this turn.""

",https://scryfall.com/card/bng/95/fearsome-temper,https://cards.scryfall.io/large/front/c/6/c6e7884c-2d66-42d1-87d1-1341a6fa52d8.jpg?1593092219,可怖怒气,可怖怒氣,Tempérament effroyable,Furchterregendes Temperament,Indole Terrificante,恐るべき気質,불같은 성질,Temperamento Medonho,Устрашающий Нрав,Carácter aterrador
Felhide Spiritbinder,"Felhide Spiritbinder	{3}{R}
Creature — Minotaur Shaman
Inspired — Whenever this creature becomes untapped, you may pay {1}{R}. If you do, create a token that's a copy of another target creature, except it's an enchantment in addition to its other types. It gains haste. Exile it at the beginning of the next end step.
3/4
",https://scryfall.com/card/bng/96/felhide-spiritbinder,https://cards.scryfall.io/large/front/b/b/bbbbe4ce-d6a6-428d-aeee-1c316f358777.jpg?1593092229,惊怖通灵师,驚怖通靈師,Entrave-esprit Fangepeau,Schauderbalg-Seelenbinder,Vincolaspiriti Velloirsuto,悪魔の皮の魂結び,썩은가죽 영혼속박자,Vinculador de Espíritos Courovil,Скверношкурый Связыватель Душ,Clonaespíritus pielacre
Flame-Wreathed Phoenix,"Flame-Wreathed Phoenix	{2}{R}{R}
Creature — Phoenix
Flying
Tribute 2 (As this creature enters, an opponent of your choice may put two +1/+1 counters on it.)
When this creature enters, if tribute wasn't paid, it gains haste and ""When this creature dies, return it to its owner's hand.""
3/3
",https://scryfall.com/card/bng/97/flame-wreathed-phoenix,https://cards.scryfall.io/large/front/a/3/a36bca58-e92f-4496-92d6-5ecba7a0424d.jpg?1593092239,覆火凤凰,覆火鳳凰,Phénix nimbé de flammes,Flammenumhüllter Phoenix,Fenice della Spirale Infuocata,炎輪のフェニックス,화염갈기 불사조,Fênix do Manto Flamejante,Охваченный Пламенем Феникс,Fénix envuelto en llamas
Forgestoker Dragon,"Forgestoker Dragon	{4}{R}{R}
Creature — Dragon
Flying
{1}{R}: This creature deals 1 damage to target creature. That creature can't block this combat. Activate only if this creature is attacking.
5/4
",https://scryfall.com/card/bng/98/forgestoker-dragon,https://cards.scryfall.io/large/front/4/f/4fd44170-ded7-4895-8950-bfa9d19e471d.jpg?1593092247,锻焰巨龙,鍛焰巨龍,Dragon souffleforge,Flammenschürer-Drache,Drago Attizzaforgia,炉焚きのドラゴン,불바다 용,Dragão Atiça-forja,Дракон Пылающего Горнила,Dragón atizalumbre
Impetuous Sunchaser,"Impetuous Sunchaser	{1}{R}
Creature — Human Soldier
Flying, haste
This creature attacks each combat if able.
1/1
",https://scryfall.com/card/bng/99/impetuous-sunchaser,https://cards.scryfall.io/large/front/e/6/e6d4c13b-95ef-49df-b349-26e0fec109ad.jpg?1593092255,急切逐日者,急切逐日者,Chassesoleil impétueux,Ungestümer Sonnenjäger,Cacciasole Impulsivo,性急な太陽追い,성질 급한 태양추종자,Perseguidor do Sol Impetuoso,Страстно Стремящийся к Солнцу,Cazador solar impetuoso
Kragma Butcher,"Kragma Butcher	{2}{R}
Creature — Minotaur Warrior
Inspired — Whenever this creature becomes untapped, it gets +2/+0 until end of turn.
2/3
",https://scryfall.com/card/bng/100/kragma-butcher,https://cards.scryfall.io/large/front/5/6/56d1dcab-7e46-4ff1-91f6-77352ef0cd90.jpg?1593092263,夸格玛屠夫,夸格瑪屠夫,Boucher de Kragma,Kragma-Schlächter,Macellaio di Kragma,クラグマの解体者,크라그마 도살자,Carniceiro de Cragma,Мясник из Крагмы,Carnicero de Kragma
Lightning Volley,"Lightning Volley	{3}{R}
Instant
Until end of turn, creatures you control gain ""{T}: This creature deals 1 damage to any target.""

",https://scryfall.com/card/bng/101/lightning-volley,https://cards.scryfall.io/large/front/b/2/b2af8746-033d-4a8a-b62d-ab5addb33d4d.jpg?1593092270,闪电齐击,閃電齊擊,Volée d'éclairs,Blitzsalve,Raffica di Fulmini,稲妻の流弾,일제 번개,Saraivada de Raios,Залп Молний,Descarga relampagueante
