name,oracle_text,scryfall_link,image_src,chinese_simplified,chinese_traditional,french,german,italian,japanese,korean,portuguese,russian,spanish
Nagging Thoughts,"Nagging Thoughts	{1}{U}
Sorcery
Look at the top two cards of your library. Put one of them into your hand and the other into your graveyard.
Madness {1}{U} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)

",https://scryfall.com/card/iko/81/nagging-thoughts,https://cards.scryfall.io/large/front/a/8/a8a6d6e4-e91f-444f-9eed-88fceaf1a4b8.jpg?1576384147,叨扰乱神,叨擾亂神,Pensées tenaces,Nagende Gedanken,Pensieri Assillanti,収まらぬ思い,떠나지 않는 근심,Pensamentos Incômodos,Назойливые Мысли,Pensamientos perturbadores
Nephalia Moondrakes,"Nephalia Moondrakes	{5}{U}{U}
Creature — Drake
Flying
When this creature enters, target creature gains flying until end of turn.
{4}{U}{U}, Exile this card from your graveyard: Creatures you control gain flying until end of turn.
5/5
",https://scryfall.com/card/iko/82/nephalia-moondrakes,https://cards.scryfall.io/large/front/f/7/f714d6c4-b1e1-40dd-806f-a3d87020292e.jpg?1576384153,涅非利亚月龙兽,涅非利亞月龍獸,Drakôns lunaires de Néphalie,Nefälische Mondsceadas,Draghetti Lunari di Nephalia,ネファリアの月ドレイク,네팔리아 달빛드레이크,Dragonetes Lunares de Nefália,Лунные Дрейки Нефалии,Dracolunares de Nephalia
Niblis of Dusk,"Niblis of Dusk	{2}{U}
Creature — Spirit
Flying
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
2/1
",https://scryfall.com/card/iko/83/niblis-of-dusk,https://cards.scryfall.io/large/front/3/9/394dd931-e34e-4314-88c9-774a2f3c8c1b.jpg?1576384160,薄暮寒灵,薄暮寒靈,Niblis du crépuscule,Nibilis der Dämmerung,Niblis del Crepuscolo,薄暮のニブリス,황혼의 니블리스,Niblis do Crepúsculo,Ниблис Сумерек,Niblis del ocaso
Ongoing Investigation,"Ongoing Investigation	{1}{U}
Enchantment
Whenever one or more creatures you control deal combat damage to a player, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")
{1}{G}, Exile a creature card from your graveyard: Investigate. You gain 2 life.

",https://scryfall.com/card/iko/84/ongoing-investigation,https://cards.scryfall.io/large/front/f/f/ff084438-2e70-41bc-a208-30ab16c026c1.jpg?1706240723,持续探查,持續探查,Enquête en cours,Laufende Ermittlungen,Indagine in Corso,継続する調査,계속되는 조사,Investigação em Andamento,Идущее Расследование,Investigación en curso
Pieces of the Puzzle,"Pieces of the Puzzle	{2}{U}
Sorcery
Reveal the top five cards of your library. Put up to two instant and/or sorcery cards from among them into your hand and the rest into your graveyard.

",https://scryfall.com/card/iko/85/pieces-of-the-puzzle,https://cards.scryfall.io/large/front/6/9/69204c83-2e43-4ca1-a4cd-d75399a7d6dd.jpg?1576384174,谜题拼图,謎題拼圖,Composants de l'énigme,Teile des Puzzles,Pezzi dell'Enigma,パズルの欠片,퍼즐 조각,Peças do Quebra-cabeça,Фрагменты Головоломки,Piezas del rompecabezas
Pore Over the Pages,"Pore Over the Pages	{3}{U}{U}
Sorcery
Draw three cards, untap up to two lands, then discard a card.

",https://scryfall.com/card/iko/86/pore-over-the-pages,https://cards.scryfall.io/large/front/b/2/b2288f7b-05b1-4a6c-8d02-42ffcadc6f0b.jpg?1576384182,研读书页,研讀書頁,Étude des pages,Bücher wälzen,Studiare le Pagine,熟読,탐독,Meditar sobre as Páginas,Корпеть над Страницами,Escrutar las páginas
Press for Answers,"Press for Answers	{1}{U}
Sorcery
Tap target creature. It doesn't untap during its controller's next untap step.
Investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")

",https://scryfall.com/card/iko/87/press-for-answers,https://cards.scryfall.io/large/front/5/e/5ec8b8bf-7b02-4f5e-bbd3-9560f9888192.jpg?1576384189,强求解答,強求解答,Exhortation inquisitoire,Auf Antworten drängen,Esigere le Risposte,回答の強要,답변 강요,Exigir Respostas,Вытягивание Ответов,Exigir respuestas
Rattlechains,"Rattlechains	{1}{U}
Creature — Spirit
Flash
Flying
When this creature enters, target Spirit gains hexproof until end of turn.
You may cast Spirit spells as though they had flash.
2/1
",https://scryfall.com/card/iko/88/rattlechains,https://cards.scryfall.io/large/front/7/0/709f6376-9a33-4900-a7ae-00767fb9f9bf.jpg?1641602019,缀链灵,綴鏈靈,Tintechaînes,Kettenrassler,Scuoticatene,鎖鳴らし,사슬심령,Sacode-correntes,Цепезвон,Mecedor de cadenas
Reckless Scholar,"Reckless Scholar	{2}{U}
Creature — Human Wizard
{T}: Target player draws a card, then discards a card.
2/1
",https://scryfall.com/card/iko/89/reckless-scholar,https://cards.scryfall.io/large/front/c/e/ceb85311-a7f7-44d5-9caa-50a24fd6d00a.jpg?1736467803,鲁莽学者,魯莽學者,Érudit téméraire,Rücksichtsloser Gelehrter,Studioso Imprudente,無謀な識者,무모한 학자,Erudito Incauto,Безрассудный Ученый,Erudito temerario
Rise from the Tides,"Rise from the Tides	{5}{U}
Sorcery
Create a tapped 2/2 black Zombie creature token for each instant and sorcery card in your graveyard.

",https://scryfall.com/card/iko/90/rise-from-the-tides,https://cards.scryfall.io/large/front/a/1/a16fccff-ca97-4416-b42f-86d314b1d0af.jpg?1736467811,浪潮复生,浪潮復生,Émergence des vagues,Den Fluten entsteigen,Emergere dai Flutti,潮からの蘇生,조류에서의 귀환,Erguer-se das Marés,Восстать из Волн,Alzarse de entre las mareas
Seagraf Skaab,"Seagraf Skaab	{1}{U}
Creature — Zombie

1/3
",https://scryfall.com/card/iko/91/seagraf-skaab,https://cards.scryfall.io/large/front/0/6/065d497d-5cfd-43c9-8c86-9a1da3d7e17e.jpg?1576384218,海墓尸嵌,海墓屍嵌,Skaab du seegraf,Seegrab-Skaab,Skaab del Cimitero Marino,海墓のスカーブ,바다묘지 스캅,Skaab do Cemitério Marinho,Скааб из Морского Могильника,Skaab de tumbamarina
Silburlind Snapper,"Silburlind Snapper	{5}{U}
Creature — Turtle
This creature can't attack unless you've cast a noncreature spell this turn.
6/6
",https://scryfall.com/card/iko/92/silburlind-snapper,https://cards.scryfall.io/large/front/d/7/d7347f4c-a4b3-4c71-91e5-699475e5926e.jpg?1576384224,西布林巨嘴龟,西布林巨嘴龜,Claqueur de la Silburlind,Silburlind-Schnapper,Mordace del Silburlind,シルブールリンドのカミツキガメ,실버린드 거북,Abocanhador de Silburlind,Силбурлиндский Кусака,Desmenuzador del Silburlind
Silent Observer,"Silent Observer	{3}{U}
Creature — Spirit
Flying
1/5
",https://scryfall.com/card/iko/93/silent-observer,https://cards.scryfall.io/large/front/5/3/535e3d1b-b71b-406a-bec6-73b2cb45f6c8.jpg?1576384231,寂静观客,寂靜觀客,Observateur silencieux,Stiller Beobachter,Osservatore Silenzioso,沈黙の観察者,조용한 관찰자,Observador Silencioso,Безмолвный Наблюдатель,Observador silencioso
Sleep Paralysis,"Sleep Paralysis	{3}{U}
Enchantment — Aura
Enchant creature
When this Aura enters, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.

",https://scryfall.com/card/iko/94/sleep-paralysis,https://cards.scryfall.io/large/front/2/b/2babef35-27ab-45aa-88cd-f21dccae5125.jpg?1592516504,睡眠瘫痪症,睡眠癱瘓症,Paralysie du sommeil,Schlafparalyse,Paralisi nel Sonno,金縛り,수면 마비,Paralisia do Sono,Сонный Паралич,Parálisis del sueño
Startled Awake // Persistent Nightmare,"Startled Awake // Persistent Nightmare	{2}{U}{U}
Sorcery
Target opponent mills thirteen cards.
{3}{U}{U}: Put this card from your graveyard onto the battlefield transformed. Activate only as a sorcery.

",https://scryfall.com/card/iko/95/startled-awake--persistent-nightmare,https://cards.scryfall.io/large/front/e/6/e630fc56-a96f-4abf-be8d-f0f40d5a9edf.jpg?1576384252,受惊而醒 // 不散梦魇,受驚而醒 // 不散夢魘,Éveil en sursaut // Cauchemar permanent,Aus dem Schlaf gerissen // Beständiger Albtraum,Risveglio Spaventato // Incubo Persistente,驚恐の目覚め // 絶え間ない悪夢,깜짝 놀라 깨기 // 계속되는 악몽,Acordar no Susto // Pesadelo Persistente,Внезапное Пробуждение // Стойкий Кошмар,Despertar súbito // Pesadilla persistente
Startled Awake // Persistent Nightmare,"Startled Awake // Persistent Nightmare	
Creature — Nightmare
Skulk (This creature can't be blocked by creatures with greater power.)
When this creature deals combat damage to a player, return it to its owner's hand.
1/1
",https://scryfall.com/card/iko/96/startled-awake--persistent-nightmare,https://cards.scryfall.io/large/front/e/6/e630fc56-a96f-4abf-be8d-f0f40d5a9edf.jpg?1576384252,受惊而醒 // 不散梦魇,受驚而醒 // 不散夢魘,Éveil en sursaut // Cauchemar permanent,Aus dem Schlaf gerissen // Beständiger Albtraum,Risveglio Spaventato // Incubo Persistente,驚恐の目覚め // 絶え間ない悪夢,깜짝 놀라 깨기 // 계속되는 악몽,Acordar no Susto // Pesadelo Persistente,Внезапное Пробуждение // Стойкий Кошмар,Despertar súbito // Pesadilla persistente
Stitched Mangler,"Stitched Mangler	{2}{U}
Creature — Zombie Horror
This creature enters tapped.
When this creature enters, tap target creature an opponent controls. That creature doesn't untap during its controller's next untap step.
2/3
",https://scryfall.com/card/iko/97/stitched-mangler,https://cards.scryfall.io/large/front/e/9/e90cb0f1-d6fa-4a73-83bb-8870e59b1d7d.jpg?1736467832,缝组破坏者,縫組破壞者,Déchiqueteur suturé,Zusammengeflickter Verstümmler,Stritolatore Ricucito,縫合の刻み獣,봉합된 훼손자,Desmembrador Suturado,Сшитый Кромсатель,Mutilador suturado
Stitchwing Skaab,"Stitchwing Skaab	{3}{U}
Creature — Zombie Horror
Flying
{1}{U}, Discard two cards: Return this card from your graveyard to the battlefield tapped.
3/1
",https://scryfall.com/card/iko/98/stitchwing-skaab,https://cards.scryfall.io/large/front/f/8/f84bb1ce-a8a0-4a29-9129-b1d7041fd01a.jpg?1576384264,缝翼尸嵌,縫翼屍嵌,Skaab aux ailes suturées,Nahtschwingen-Skaab,Skaab Alacucita,縫い翼のスカーブ,봉합날개 스캅,Skaab da Asa Suturada,Скааб Сшитых Крыльев,Skaab alacosida
Stormrider Spirit,"Stormrider Spirit	{4}{U}
Creature — Spirit
Flash
Flying
3/3
",https://scryfall.com/card/iko/99/stormrider-spirit,https://cards.scryfall.io/large/front/8/1/81a95edb-9f5b-4e42-8b27-0b3d978dcefe.jpg?1675567504,驭霆精怪,馭霆精靈,Esprit de chevaucheur de tempête,Sturmreiter-Geist,Spirito Cavalcatempeste,嵐乗りの精霊,폭풍기수 정령,Espírito Ginete de Tempestade,Дух Всадника Бури,Espíritu surcatormentas
Thing in the Ice // Awoken Horror,"Thing in the Ice // Awoken Horror	{1}{U}
Creature — Horror
Defender
This creature enters with four ice counters on it.
Whenever you cast an instant or sorcery spell, remove an ice counter from this creature. Then if it has no ice counters on it, transform it.
0/4
",https://scryfall.com/card/iko/100/thing-in-the-ice--awoken-horror,https://cards.scryfall.io/large/front/7/2/7269d533-cb3f-498e-b97f-eb6c49e170c3.jpg?1736467854,冰封巨物 // 觉醒惧兽,冰封巨物 // 覺醒懼獸,Spécimen pris dans la glace // Horreur éveillée,Das Ding im Eis // Erweckter Schrecken,Cosa nel Ghiaccio // Orrore Risvegliato,氷の中の存在 // 目覚めた恐怖,얼음 속 괴수 // 깨어난 공포,Coisa no Gelo // Horror Despertado,Тварь во Льду // Пробудившийся Ужас,Entidad congelada // Horror despertado
Thing in the Ice // Awoken Horror,"Thing in the Ice // Awoken Horror	
Creature — Kraken Horror
When this creature transforms into Awoken Horror, return all non-Horror creatures to their owners' hands.
7/8
",https://scryfall.com/card/iko/101/thing-in-the-ice--awoken-horror,https://cards.scryfall.io/large/front/7/2/7269d533-cb3f-498e-b97f-eb6c49e170c3.jpg?1736467854,冰封巨物 // 觉醒惧兽,冰封巨物 // 覺醒懼獸,Spécimen pris dans la glace // Horreur éveillée,Das Ding im Eis // Erweckter Schrecken,Cosa nel Ghiaccio // Orrore Risvegliato,氷の中の存在 // 目覚めた恐怖,얼음 속 괴수 // 깨어난 공포,Coisa no Gelo // Horror Despertado,Тварь во Льду // Пробудившийся Ужас,Entidad congelada // Horror despertado
Trail of Evidence,"Trail of Evidence	{2}{U}
Enchantment
Whenever you cast an instant or sorcery spell, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")

",https://scryfall.com/card/iko/102/trail-of-evidence,https://cards.scryfall.io/large/front/4/b/4b150797-ee8d-42f8-adcb-2f4b1783c074.jpg?1576384288,证据线索,證據線索,Piste de preuves,Spur von Hinweisen,Pista di Indizi,証拠の痕跡,단서의 흔적,Trilha de Indícios,Тропа Доказательств,Rastro de pruebas
Uninvited Geist // Unimpeded Trespasser,"Uninvited Geist // Unimpeded Trespasser	{2}{U}
Creature — Spirit
Skulk (This creature can't be blocked by creatures with greater power.)
When this creature deals combat damage to a player, transform it.
2/2
",https://scryfall.com/card/iko/103/uninvited-geist--unimpeded-trespasser,https://cards.scryfall.io/large/front/4/d/4dea7c9f-ce66-447b-9f1b-d9bca5806153.jpg?1576384303,迳现游魂 // 无阻访客,逕現遊魂 // 無阻訪客,Geist indésirable // Intrus sans entraves,Ungeladener Geist // Ungehinderter Eindringling,Geist Indesiderato // Intruso Inarrestabile,招かれざる霊 // 阻み難い侵入者,불청객 심령 // 방해받지 않은 침입자,Geist Não Convidado // Invasor Desimpedido,Незваное Привидение // Неудержимый Нарушитель,Geist indeseado // Intruso sin trabas
Uninvited Geist // Unimpeded Trespasser,"Uninvited Geist // Unimpeded Trespasser	
Creature — Spirit
This creature can't be blocked.
3/3
",https://scryfall.com/card/iko/104/uninvited-geist--unimpeded-trespasser,https://cards.scryfall.io/large/front/4/d/4dea7c9f-ce66-447b-9f1b-d9bca5806153.jpg?1576384303,迳现游魂 // 无阻访客,逕現遊魂 // 無阻訪客,Geist indésirable // Intrus sans entraves,Ungeladener Geist // Ungehinderter Eindringling,Geist Indesiderato // Intruso Inarrestabile,招かれざる霊 // 阻み難い侵入者,불청객 심령 // 방해받지 않은 침입자,Geist Não Convidado // Invasor Desimpedido,Незваное Привидение // Неудержимый Нарушитель,Geist indeseado // Intruso sin trabas
Vessel of Paramnesia,"Vessel of Paramnesia	{1}{U}
Enchantment
{U}, Sacrifice this enchantment: Target player mills three cards. Draw a card.

",https://scryfall.com/card/iko/105/vessel-of-paramnesia,https://cards.scryfall.io/large/front/b/4/b4596140-1113-4349-aabe-4e828ea574e8.jpg?1576384309,曲忆皿,曲憶皿,Urne de paramnésie,Gefäß der Vergesslichkeit,Ricettacolo della Paramnesia,健忘の器,기억 착오의 그릇,Receptáculo da Paramnésia,Сосуд Ложной Памяти,Recipiente de paramnesia
Welcome to the Fold,"Welcome to the Fold	{2}{U}{U}
Sorcery
Madness {X}{U}{U} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)
Gain control of target creature if its toughness is 2 or less. If this spell's madness cost was paid, instead gain control of that creature if its toughness is X or less.

",https://scryfall.com/card/iko/106/welcome-to-the-fold,https://cards.scryfall.io/large/front/2/d/2d07fbe1-e66a-4893-86ee-7752ad77b120.jpg?1576384316,受拥入教,受擁入教,Bienvenue au bercail,Willkommen im Bund,Benvenuto nel Gregge,教団の歓迎,단체 가입,Bem-vindo ao Rebanho,Прием в Паству,Bienvenida al redil
Accursed Witch // Infectious Curse,"Accursed Witch // Infectious Curse	{3}{B}
Creature — Human Shaman
Spells your opponents cast that target this creature cost {1} less to cast.
When this creature dies, return it to the battlefield transformed under your control attached to target opponent.
4/2
",https://scryfall.com/card/iko/107/accursed-witch--infectious-curse,https://cards.scryfall.io/large/front/8/0/8093f8b0-5d50-48ca-b616-e92535a47138.jpg?1576384328,受诅巫婆 // 流布诅咒,受詛巫婆 // 流布詛咒,Envoûteuse maudite // Malédiction infectieuse,Verfluchte Hexe // Ansteckender Fluch,Strega Maledetta // Maledizione Contagiosa,呪われた魔女 // 感染性の呪い,저주받은 마녀 // 전염되는 저주,Bruxa Amaldiçoada // Maldição Infecciosa,Проклятая Ведьма // Заразное Проклятие,Bruja maldita // Maldición infecciosa
Accursed Witch // Infectious Curse,"Accursed Witch // Infectious Curse	
Enchantment — Aura Curse
Enchant player
Spells you cast that target enchanted player cost {1} less to cast.
At the beginning of enchanted player's upkeep, that player loses 1 life and you gain 1 life.

",https://scryfall.com/card/iko/108/accursed-witch--infectious-curse,https://cards.scryfall.io/large/front/8/0/8093f8b0-5d50-48ca-b616-e92535a47138.jpg?1576384328,受诅巫婆 // 流布诅咒,受詛巫婆 // 流布詛咒,Envoûteuse maudite // Malédiction infectieuse,Verfluchte Hexe // Ansteckender Fluch,Strega Maledetta // Maledizione Contagiosa,呪われた魔女 // 感染性の呪い,저주받은 마녀 // 전염되는 저주,Bruxa Amaldiçoada // Maldição Infecciosa,Проклятая Ведьма // Заразное Проклятие,Bruja maldita // Maldición infecciosa
Alms of the Vein,"Alms of the Vein	{2}{B}
Sorcery
Target opponent loses 3 life and you gain 3 life.
Madness {B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)

",https://scryfall.com/card/iko/109/alms-of-the-vein,https://cards.scryfall.io/large/front/7/9/79b80948-a3cd-4962-8fce-d58f2db7e68e.jpg?1576384334,血脉救济,血脈救濟,Charité des veines,Blutspende,Obolo della Vena,血管の施し,피의 구호품,Esmola Venosa,Кровавое Подаяние,Limosna sanguinolenta
Asylum Visitor,"Asylum Visitor	{1}{B}
Creature — Vampire Wizard
At the beginning of each player's upkeep, if that player has no cards in hand, you draw a card and you lose 1 life.
Madness {1}{B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)
3/1
",https://scryfall.com/card/iko/110/asylum-visitor,https://cards.scryfall.io/large/front/0/2/02046824-6c48-40bb-9f0b-4fd280c6ed85.jpg?1736473224,避难所来客,避難所來客,Visiteuse d'asile,Besucherin der Anstalt,Visitatrice del Manicomio,精神病棟の訪問者,정신병원 방문객,Visitante do Hospício,Гостья Приюта,Visitante del asilo
Behind the Scenes,"Behind the Scenes	{2}{B}
Enchantment
Creatures you control have skulk. (They can't be blocked by creatures with greater power.)
{4}{W}: Creatures you control get +1/+1 until end of turn.

",https://scryfall.com/card/iko/111/behind-the-scenes,https://cards.scryfall.io/large/front/5/1/514d1c07-e559-49c7-a95c-2fa55fa65042.jpg?1743206443,幕后作业,幕後作業,En coulisse,Hinter den Kulissen,Dietro le Quinte,裏工作,쥐도 새도 모르게,Nos Bastidores,За Кулисами,A escondidas
Behold the Beyond,"Behold the Beyond	{5}{B}{B}
Sorcery
Discard your hand. Search your library for three cards, put them into your hand, then shuffle.

",https://scryfall.com/card/iko/112/behold-the-beyond,https://cards.scryfall.io/large/front/f/d/fd22350b-d48c-4ae6-b95f-63336fabe0e3.jpg?1576384353,异界之力,異界之力,Contempler l'au-delà,Blick ins Jenseits,Contemplare l'Altrove,来世の警告,저편 응시,Contemplar o Além,Взгляд за Предел,Observar el más allá
Biting Rain,"Biting Rain	{2}{B}{B}
Sorcery
All creatures get -2/-2 until end of turn.
Madness {2}{B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)

",https://scryfall.com/card/iko/113/biting-rain,https://cards.scryfall.io/large/front/5/a/5ac62d2f-6834-4d98-b69d-bd7b5831d981.jpg?1576384359,利齿雨,利齒雨,Pluie cinglante,Beißender Regen,Pioggia Battente,突き刺さる雨,산성비,Chuva Mordaz,Кусачий Дождь,Lluvia mordiente
Call the Bloodline,"Call the Bloodline	{1}{B}
Enchantment
{1}, Discard a card: Create a 1/1 black Vampire Knight creature token with lifelink. Activate only once each turn.

",https://scryfall.com/card/iko/114/call-the-bloodline,https://cards.scryfall.io/large/front/3/e/3ec85cca-ac2c-4b1b-850b-6a762df72bd0.jpg?1576384367,召集血脉,召集血脈,Appel de la lignée,Ruf der Blutlinie,Convocare la Stirpe,血統の呼び出し,혈족 소환,Chamado à Estirpe,Зов Рода,Llamar a la línea de sangre
Creeping Dread,"Creeping Dread	{3}{B}
Enchantment
At the beginning of your upkeep, each player discards a card. Each opponent who discarded a card that shares a card type with the card you discarded loses 3 life. (Players reveal the discarded cards simultaneously.)

",https://scryfall.com/card/iko/115/creeping-dread,https://cards.scryfall.io/large/front/8/b/8b3376c4-369a-4d63-bd48-966bcfb0c9b9.jpg?1576384374,恐惧蔓延,恐懼蔓延,Effroi rampant,Beschleichendes Grauen,Terrore Occulto,忍び寄る驚怖,오싹한 공포,Pavor Arrepiante,Нарастающий Ужас,Pavor reptante
Crow of Dark Tidings,"Crow of Dark Tidings	{2}{B}
Creature — Zombie Bird
Flying
When this creature enters or dies, mill two cards. (Put the top two cards of your library into your graveyard.)
2/1
",https://scryfall.com/card/iko/116/crow-of-dark-tidings,https://cards.scryfall.io/large/front/2/c/2cd74e93-064a-42d7-8e6e-c413912a08cd.jpg?1730490569,暗潮乌鸦,暗潮烏鴉,Corbeau de mauvais augure,Unheilverkündende Krähe,Corvo degli Oscuri Presagi,闇告げカラス,흉보를 전하는 까마귀,Corvo das Notícias Sombrias,Ворон Злых Вестей,Cuervo de sombríos augurios
Dead Weight,"Dead Weight	{B}
Enchantment — Aura
Enchant creature
Enchanted creature gets -2/-2.

",https://scryfall.com/card/iko/117/dead-weight,https://cards.scryfall.io/large/front/8/2/82e6b971-3f5b-47e7-8209-98d72ee781fc.jpg?1699044112,重负,重負,Poids mort,Totes Gewicht,Peso Morto,死の重み,사악한 족쇄,Peso Morto,Мертвый Груз,Peso muerto
Diregraf Colossus,"Diregraf Colossus	{2}{B}
Creature — Zombie Giant
This creature enters with a +1/+1 counter on it for each Zombie card in your graveyard.
Whenever you cast a Zombie spell, create a tapped 2/2 black Zombie creature token.
2/2
",https://scryfall.com/card/iko/118/diregraf-colossus,https://cards.scryfall.io/large/front/0/2/02351d67-2d73-43e3-82f7-5277c532d7ac.jpg?1637630049,战墓巨像,戰墓巨像,Colosse du diregraf,Düstergrab-Koloss,Colosso del Cimitero di Guerra,戦墓の巨人,전장묘지 거상,Colosso do Cemitério do Terror,Колосс с Места Резни,Coloso de tumbanefasta
Elusive Tormentor // Insidious Mist,"Elusive Tormentor // Insidious Mist	{2}{B}{B}
Creature — Vampire Wizard
{1}, Discard a card: Transform this creature.
4/4
",https://scryfall.com/card/iko/119/elusive-tormentor--insidious-mist,https://cards.scryfall.io/large/front/a/3/a32ce90d-9138-4aca-aa3c-a558dd16fad8.jpg?1576384405,匿迹拷问人 // 隐伏迷雾,匿跡拷問人 // 隱伏迷霧,Persécutrice insaisissable // Brume insidieuse,Verflüchtigende Peinigerin // Heimtückischer Nebel,Torturatrice Elusiva // Nebbia Insidiosa,神出鬼没な拷問者 // 陰湿な霧,잡히지 않는 고문관 // 은밀히 퍼지는 안개,Atormentadora Elusiva // Névoa Insidiosa,Неуловимая Мучительница // Коварный Туман,Atormentadora escurridiza // Niebla insidiosa
Elusive Tormentor // Insidious Mist,"Elusive Tormentor // Insidious Mist	
Creature — Elemental
Hexproof, indestructible
This creature can't block and can't be blocked.
Whenever this creature attacks and isn't blocked, you may pay {2}{B}. If you do, transform it.
0/1
",https://scryfall.com/card/iko/120/elusive-tormentor--insidious-mist,https://cards.scryfall.io/large/front/a/3/a32ce90d-9138-4aca-aa3c-a558dd16fad8.jpg?1576384405,匿迹拷问人 // 隐伏迷雾,匿跡拷問人 // 隱伏迷霧,Persécutrice insaisissable // Brume insidieuse,Verflüchtigende Peinigerin // Heimtückischer Nebel,Torturatrice Elusiva // Nebbia Insidiosa,神出鬼没な拷問者 // 陰湿な霧,잡히지 않는 고문관 // 은밀히 퍼지는 안개,Atormentadora Elusiva // Névoa Insidiosa,Неуловимая Мучительница // Коварный Туман,Atormentadora escurridiza // Niebla insidiosa
Ever After,"Ever After	{4}{B}{B}
Sorcery
Return up to two target creature cards from your graveyard to the battlefield. Each of those creatures is a black Zombie in addition to its other colors and types. Put Ever After on the bottom of its owner's library.

",https://scryfall.com/card/iko/121/ever-after,https://cards.scryfall.io/large/front/a/4/a4e6a08b-e0d6-4d41-b143-e09ac53b6249.jpg?1591320438,至死不渝,至死不渝,À tout jamais,Dann leben sie noch heute,Finché Morte Non Vi Separi,末永く,그 후에도,Para Sempre,Долго и Счастливо,Para siempre
Farbog Revenant,"Farbog Revenant	{2}{B}
Creature — Spirit
Skulk (This creature can't be blocked by creatures with greater power.)
Lifelink (Damage dealt by this creature also causes you to gain that much life.)
1/3
",https://scryfall.com/card/iko/122/farbog-revenant,https://cards.scryfall.io/large/front/0/f/0f6de332-debb-49f3-8b29-1719060ab00c.jpg?1576384416,远沼复灵,遠沼復靈,Revenant de Farbog,Weitmoor-Wiedergänger,Redivivo della Palude Lontana,遠沼の亡霊,먼늪지 망령,Espectro de Brejolonge,Фарбогский Призрак,Aparecido de Ciénaga Lejana
From Under the Floorboards,"From Under the Floorboards	{3}{B}{B}
Sorcery
Madness {X}{B}{B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)
Create three tapped 2/2 black Zombie creature tokens and you gain 3 life. If this spell's madness cost was paid, instead create X of those tokens and you gain X life.

",https://scryfall.com/card/iko/123/from-under-the-floorboards,https://cards.scryfall.io/large/front/c/f/cf31fec2-40d6-4810-8575-c7814bb4b6b4.jpg?1568004187,破宅而出,破宅而出,Sous le plancher,Von unter den Dielen,Da Sotto il Pavimento,床下から,마루청 밑에서,De Sob o Assoalho,Из-под Половиц,De entre el suelo
Ghoulcaller's Accomplice,"Ghoulcaller's Accomplice	{1}{B}
Creature — Human Rogue
{3}{B}, Exile this card from your graveyard: Create a 2/2 black Zombie creature token. Activate only as a sorcery.
2/2
",https://scryfall.com/card/iko/124/ghoulcallers-accomplice,https://cards.scryfall.io/large/front/6/3/63b62aaf-cc36-4235-b802-828b2c4d6341.jpg?1600700389,尸鬼牧者帮手,屍鬼牧者幫手,Complice du meneur de goule,Komplize der Ghulruferin,Complice dell'Evocaghoul,グール呼びの共犯者,악귀소환술사의 공범,Cúmplice do Invocador de Carniçais,Сообщник Призывателя Упырей,Cómplice del llamamuertos
Ghoulsteed,"Ghoulsteed	{4}{B}
Creature — Zombie Horse
{2}{B}, Discard two cards: Return this card from your graveyard to the battlefield tapped.
4/4
",https://scryfall.com/card/iko/125/ghoulsteed,https://cards.scryfall.io/large/front/6/b/6b8f7cfd-88db-4cc1-b65f-3462332a2873.jpg?1547516879,鬼驹,鬼駒,Destrier-goule,Ghulross,Destriero Ghoul,グール馬,악귀종마,Corcel Carniçal,Мертвый Скакун,Corcel necrófago
Gisa's Bidding,"Gisa's Bidding	{2}{B}{B}
Sorcery
Create two 2/2 black Zombie creature tokens.
Madness {2}{B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)

",https://scryfall.com/card/iko/126/gisas-bidding,https://cards.scryfall.io/large/front/5/a/5ad2fdbf-4a68-42e8-9c4f-7a075261ddf8.jpg?1737936164,基沙邀令,基沙邀令,Ordre de Gisa,Gisas Geheiß,Comando di Gisa,ギサの召集,기샤의 명령,Vontade de Gisa,Приказ Джизы,Órdenes de Gisa
Grotesque Mutation,"Grotesque Mutation	{1}{B}
Instant
Target creature gets +3/+1 and gains lifelink until end of turn. (Damage dealt by the creature also causes its controller to gain that much life.)

",https://scryfall.com/card/iko/127/grotesque-mutation,https://cards.scryfall.io/large/front/8/3/83684009-f91d-4503-bdbb-181c53f394de.jpg?1562921614,怪诞变异,怪誕變異,Mutation grotesque,Groteske Mutation,Mutazione Grottesca,奇怪な突然変異,끔찍한 변이,Mutação Grotesca,Нелепая Мутация,Mutación grotesca
