name,oracle_text,scryfall_link,image_src,chinese_simplified,chinese_traditional,french,german,italian,japanese,korean,portuguese,russian,spanish
Wild Celebrants,"Wild Celebrants	{3}{R}{R}
Creature — Satyr
When this creature enters, you may destroy target artifact.
5/3
",https://scryfall.com/card/ths/147/wild-celebrants,https://cards.scryfall.io/large/front/6/b/6b9e72f4-0087-4a79-b9af-296c8b930a25.jpg?1608910510,蛮荒狂徒,蠻荒狂徒,Officiants sauvages,Ausschweifende Zelebranten,Celebranti Esaltati,野蛮な祝賀者,무례한 손님,Celebrantes Selvagens,Дикие Гуляки,Celebrantes salvajes
Agent of Horizons,"Agent of Horizons	{2}{G}
Creature — Human Rogue
{2}{U}: This creature can't be blocked this turn.
3/2
",https://scryfall.com/card/ths/148/agent-of-horizons,https://cards.scryfall.io/large/front/c/c/cc08576f-1d48-4db4-9bb9-e039f75c98b8.jpg?1562830988,地平线密探,地平線密探,Agent des horizons,Agent des Horizonts,Agente degli Orizzonti,彼方の工作員,지평선 요원,Agente dos Horizontes,Агент Горизонтов,Agente de los horizontes
"Anthousa, Setessan Hero","Anthousa, Setessan Hero	{3}{G}{G}
Legendary Creature — Human Warrior
Heroic — Whenever you cast a spell that targets Anthousa, up to three target lands you control each become 2/2 Warrior creatures until end of turn. They're still lands.
4/5
",https://scryfall.com/card/ths/149/anthousa-setessan-hero,https://cards.scryfall.io/large/front/c/a/ca89e4d4-185d-4a08-b7af-03f6eff38ba3.jpg?1562830902,瑟特萨英雄安陶莎,瑟特薩英雄安陶莎,"Anthousa, héroïne setessienne","Anthusa, Heldin von Setessa","Anthousa, Eroina di Setessa",セテッサの英雄、アンソーザ,세테사의 영웅 안투사,"Antousa, Heroína Setessana","Антуза, Героиня Сетессы","Anthousa, heroína setessana"
Arbor Colossus,"Arbor Colossus	{2}{G}{G}{G}
Creature — Giant
Reach
{3}{G}{G}{G}: Monstrosity 3. (If this creature isn't monstrous, put three +1/+1 counters on it and it becomes monstrous.)
When this creature becomes monstrous, destroy target creature with flying an opponent controls.
6/6
",https://scryfall.com/card/ths/150/arbor-colossus,https://cards.scryfall.io/large/front/8/7/87a12eac-c104-4a91-a9d3-ccc450d5114c.jpg?1562706684,乔木巨像,喬木巨像,Colosse arboricole,Laubwald-Koloss,Colosso degli Alberi,高木の巨人,수목 거상,Colosso do Arvoredo,Лесной Колосс,Coloso enramado
Artisan's Sorrow,"Artisan's Sorrow	{3}{G}
Instant
Destroy target artifact or enchantment. Scry 2. (Look at the top two cards of your library, then put any number of them on the bottom and the rest on top in any order.)

",https://scryfall.com/card/ths/151/artisans-sorrow,https://cards.scryfall.io/large/front/b/4/b4f38f7e-2369-48c9-9121-4b13c29ea869.jpg?1562825947,工匠之哀,工匠之哀,Tristesse de l'artisan,Gram des Handwerkers,Disperazione dell'Artigiano,職工の悲しみ,장인의 슬픔,Pesar do Artesão,Печаль Мастера,Lamento del artesano
Boon Satyr,"Boon Satyr	{1}{G}{G}
Enchantment Creature — Satyr
Flash
Bestow {3}{G}{G} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
Enchanted creature gets +4/+2.
4/2
",https://scryfall.com/card/ths/152/boon-satyr,https://cards.scryfall.io/large/front/4/7/477a30f3-3cbe-42a5-9fae-fe5885a8cf25.jpg?1592710816,蒙恩羊蹄人,蒙恩羊蹄人,Satyre de faveur,Segenspendender Satyr,Satiro Infervorato,加護のサテュロス,힘을 주는 사티로스,Sátiro Abençoado,Сатир Благодеяний,Sátiro de las dádivas
Bow of Nylea,"Bow of Nylea	{1}{G}{G}
Legendary Enchantment Artifact
Attacking creatures you control have deathtouch.
{1}{G}, {T}: Choose one —
• Put a +1/+1 counter on target creature.
• Bow of Nylea deals 2 damage to target creature with flying.
• You gain 3 life.
• Put up to four target cards from your graveyard on the bottom of your library in any order.

",https://scryfall.com/card/ths/153/bow-of-nylea,https://cards.scryfall.io/large/front/8/9/89a2c408-e953-4386-abaf-4af85aba9620.jpg?1562821066,倪勒娅的神弓,倪勒婭的神弓,Arc de Nyléa,Bogen der Nylea,Arco di Nylea,ナイレアの弓,닐리아의 활,Arco de Niléia,Лук Нилеи,Arco de Nylea
Centaur Battlemaster,"Centaur Battlemaster	{3}{G}{G}
Creature — Centaur Warrior
Heroic — Whenever you cast a spell that targets this creature, put three +1/+1 counters on this creature.
3/3
",https://scryfall.com/card/ths/154/centaur-battlemaster,https://cards.scryfall.io/large/front/d/1/d190aac9-9ac8-4b54-9f51-d7d1561dc743.jpg?1673148045,半人马格斗专家,半人馬格鬥專家,Maître des batailles centaure,Zentauren-Meisterkämpfer,Centauro Condottiero,ケンタウルスの戦上手,켄타우로스 전투교관,Centauro Mestre de Batalhas,Боевой Вождь Кентавров,Maestro de guerra centauro
Commune with the Gods,"Commune with the Gods	{1}{G}
Sorcery
Reveal the top five cards of your library. You may put a creature or enchantment card from among them into your hand. Put the rest into your graveyard.

",https://scryfall.com/card/ths/155/commune-with-the-gods,https://cards.scryfall.io/large/front/6/7/67d95f6f-3ff0-483d-b98f-ccb4fb5715f4.jpg?1580014753,领受神言,領受神言,Communion avec les dieux,Zwiesprache mit den Göttern,Comunione con gli Dei,神々との融和,신들과의 대화,Comungar com os Deuses,Общение с Богами,En comunión con los dioses
Defend the Hearth,"Defend the Hearth	{1}{G}
Instant
Prevent all combat damage that would be dealt to players this turn.

",https://scryfall.com/card/ths/156/defend-the-hearth,https://cards.scryfall.io/large/front/c/3/c3e4c4c3-db3c-49d4-8080-1c93470f8b4d.jpg?1562829912,捍卫家园,捍衛家園,Défense du foyer,Hütet die Herdstelle,Difendere il Focolare,拠点防衛,신전 사수,Defender o Lar,Защита Очага,Defensa del hogar
Fade into Antiquity,"Fade into Antiquity	{2}{G}
Sorcery
Exile target artifact or enchantment.

",https://scryfall.com/card/ths/157/fade-into-antiquity,https://cards.scryfall.io/large/front/5/5/55174ab7-9f2e-42e5-a61b-57458cfd33f3.jpg?1654568069,逐渐湮没,逐漸湮沒,Sombrer dans l'antiquité,In Vergessenheit geraten,Svanire nell'Antichità,古代への衰退,역사속으로,Desaparecer na Antiguidade,Забытая Древность,Desvanecerse en la antigüedad
Feral Invocation,"Feral Invocation	{2}{G}
Enchantment — Aura
Flash (You may cast this spell any time you could cast an instant.)
Enchant creature
Enchanted creature gets +2/+2.

",https://scryfall.com/card/ths/158/feral-invocation,https://cards.scryfall.io/large/front/1/9/190ad379-1a0f-4598-b5b1-453955846597.jpg?1601082585,野性祝愿,野性祝願,Invocation sauvage,Wilde Anrufung,Invocazione Ferina,残忍な発動,야수의 힘으로,Invocação Feral,Дикий Призыв,Invocación feral
Hunt the Hunter,"Hunt the Hunter	{G}
Sorcery
Target green creature you control gets +2/+2 until end of turn. It fights target green creature an opponent controls.

",https://scryfall.com/card/ths/159/hunt-the-hunter,https://cards.scryfall.io/large/front/6/1/61d4899f-11a4-4a2c-a499-3a447b792f86.jpg?1562818942,猎人遭猎,獵人遭獵,Chasse au chasseur,Jagd auf den Jäger,Cacciare il Cacciatore,狩人狩り,사냥당하는 사냥꾼,Caçar o Caçador,Охота на Охотника,Cazador cazado
Karametra's Acolyte,"Karametra's Acolyte	{3}{G}
Creature — Human Druid
{T}: Add an amount of {G} equal to your devotion to green. (Each {G} in the mana costs of permanents you control counts toward your devotion to green.)
1/4
",https://scryfall.com/card/ths/160/karametras-acolyte,https://cards.scryfall.io/large/front/3/7/374a1b7c-ce11-4734-aff2-b0bd00857fad.jpg?1562816653,卡拉美特拉的侍僧,卡拉美特拉的侍僧,Acolyte de Karametra,Tempeldienerin der Karametra,Accolita di Karametra,ケイラメトラの侍祭,카라메트라의 견습 사제,Acólito de Carametra,Служительница Караметры,Acólita de Karametra
Leafcrown Dryad,"Leafcrown Dryad	{1}{G}
Enchantment Creature — Nymph Dryad
Bestow {3}{G} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
Reach
Enchanted creature gets +2/+2 and has reach.
2/2
",https://scryfall.com/card/ths/161/leafcrown-dryad,https://cards.scryfall.io/large/front/8/2/8202e426-ad91-4d2e-9373-7a829b58fff5.jpg?1562820665,叶冠树灵,葉冠樹靈,Dryade à la coiffe de feuilles,Laubkronen-Dryade,Driade Cinta di Foglie,葉冠のドライアド,나뭇잎왕관 드라이어드,Dríade da Coroa de Folhas,Листовласая Дриада,Dríada coronarbórea
Mistcutter Hydra,"Mistcutter Hydra	{X}{G}
Creature — Hydra
This spell can't be countered.
Haste, protection from blue
This creature enters with X +1/+1 counters on it.
0/0
",https://scryfall.com/card/ths/162/mistcutter-hydra,https://cards.scryfall.io/large/front/3/c/3c844ed7-8ed2-4a39-9134-e14e476ab0c4.jpg?1562816923,破雾多头龙,破霧多頭龍,Hydre tranchebrume,Nebelspalter-Hydra,Idra Solcanebbia,霧裂きのハイドラ,안개를 가르는 히드라,Hidra Talha-bruma,Гидра из Туманов,Hidra hendeniebla
Nemesis of Mortals,"Nemesis of Mortals	{4}{G}{G}
Creature — Snake
This spell costs {1} less to cast for each creature card in your graveyard.
{7}{G}{G}: Monstrosity 5. This ability costs {1} less to activate for each creature card in your graveyard. (If this creature isn't monstrous, put five +1/+1 counters on it and it becomes monstrous.)
5/5
",https://scryfall.com/card/ths/163/nemesis-of-mortals,https://cards.scryfall.io/large/front/c/4/c4010889-1d7a-4db3-a27c-c39baa024765.jpg?1562829927,生灵宿敌,生靈宿敵,Némésis des mortels,Nemesis der Sterblichen,Nemesi dei Mortali,定命の者の宿敵,필멸자의 적,Nêmesis dos Mortais,Бич Смертных,Némesis de los mortales
Nessian Asp,"Nessian Asp	{4}{G}
Creature — Snake
Reach
{6}{G}: Monstrosity 4. (If this creature isn't monstrous, put four +1/+1 counters on it and it becomes monstrous.)
4/5
",https://scryfall.com/card/ths/164/nessian-asp,https://cards.scryfall.io/large/front/b/f/bf6eae62-5a42-42e9-ba65-84500cdff95a.jpg?1576383070,奈西安双头角奎,奈西安雙頭角奎,Vipère nessianne,Nessische Natter,Aspide Nessian,ネシアンのアスプ,네시안 숲의 살무사,Áspide Nessiana,Нессийский Аспид,Áspid nessiano
Nessian Courser,"Nessian Courser	{2}{G}
Creature — Centaur Warrior

3/3
",https://scryfall.com/card/ths/165/nessian-courser,https://cards.scryfall.io/large/front/4/6/4697f3aa-abde-4379-af82-f30115f59be0.jpg?1593860913,奈西安骏马,奈西安駿馬,Coursier nessian,Nessischer Renner,Corsiere Nessian,ネシアンの狩猟者,네시안 숲의 군마,Centauro-caçador Nessiano,Нессийский Рысак,Cazador nessiano
"Nylea, God of the Hunt","Nylea, God of the Hunt	{3}{G}
Legendary Enchantment Creature — God
Indestructible
As long as your devotion to green is less than five, Nylea isn't a creature. (Each {G} in the mana costs of permanents you control counts toward your devotion to green.)
Other creatures you control have trample.
{3}{G}: Target creature gets +2/+2 until end of turn.
6/6
",https://scryfall.com/card/ths/166/nylea-god-of-the-hunt,https://cards.scryfall.io/large/front/f/1/f185a734-a32a-4244-88e8-dabafbfd064f.jpg?1562837629,猎神倪勒娅,獵神倪勒婭,"Nyléa, déesse de la Chasse","Nylea, Göttin der Jagd","Nylea, Dea della Caccia",狩猟の神、ナイレア,사냥의 신 닐리아,"Niléia, Deusa da Caça","Нилея, Богиня Охоты","Nylea, diosa de la caza"
Nylea's Disciple,"Nylea's Disciple	{2}{G}{G}
Creature — Centaur Archer
When this creature enters, you gain life equal to your devotion to green. (Each {G} in the mana costs of permanents you control counts toward your devotion to green.)
3/3
",https://scryfall.com/card/ths/167/nyleas-disciple,https://cards.scryfall.io/large/front/3/6/365d716a-1435-48ac-b85f-2cceca1056dd.jpg?1562816609,倪勒娅的信徒,倪勒婭的信徒,Disciple de Nyléa,Schülerin der Nylea,Discepola di Nylea,ナイレアの信奉者,닐리아의 사도,Discípulo de Niléia,Послушница Нилеи,Discípula de Nylea
Nylea's Emissary,"Nylea's Emissary	{3}{G}
Enchantment Creature — Cat
Bestow {5}{G} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
Trample
Enchanted creature gets +3/+3 and has trample.
3/3
",https://scryfall.com/card/ths/168/nyleas-emissary,https://cards.scryfall.io/large/front/2/f/2f133775-09b3-4df4-a97f-0df75809b724.jpg?1562816293,倪勒娅的密使,倪勒婭的密使,Émissaire de Nyléa,Gesandte der Nylea,Emissaria di Nylea,ナイレアの使者,닐리아의 사절,Emissário de Niléia,Посланница Нилеи,Emisaria de Nylea
Nylea's Presence,"Nylea's Presence	{1}{G}
Enchantment — Aura
Enchant land
When this Aura enters, draw a card.
Enchanted land is every basic land type in addition to its other types.

",https://scryfall.com/card/ths/169/nyleas-presence,https://cards.scryfall.io/large/front/e/6/e68f1fd4-1a2f-405b-a592-6c4af6214eae.jpg?1562835556,倪勒娅的风采,倪勒婭的風采,Présence de Nyléa,Präsenz der Nylea,Presenza di Nylea,ナイレアの存在,닐리아의 존재감,Presença de Niléia,Присутствие Нилеи,Presencia de Nylea
Ordeal of Nylea,"Ordeal of Nylea	{1}{G}
Enchantment — Aura
Enchant creature
Whenever enchanted creature attacks, put a +1/+1 counter on it. Then if it has three or more +1/+1 counters on it, sacrifice this Aura.
When you sacrifice this Aura, search your library for up to two basic land cards, put them onto the battlefield tapped, then shuffle.

",https://scryfall.com/card/ths/170/ordeal-of-nylea,https://cards.scryfall.io/large/front/1/a/1a70424d-86a7-44a3-acda-4463d7ac503b.jpg?1730491029,倪勒娅的试炼,倪勒婭的試煉,Épreuve de Nyléa,Prüfung der Nylea,Ordalia di Nylea,ナイレアの試練,닐리아의 시련,Provação de Niléia,Испытание Нилеи,Ordalía de Nylea
Pheres-Band Centaurs,"Pheres-Band Centaurs	{4}{G}
Creature — Centaur Warrior

3/7
",https://scryfall.com/card/ths/171/pheres-band-centaurs,https://cards.scryfall.io/large/front/2/1/2168fcf4-cf87-4ab8-9710-6ec672750a9a.jpg?1593860938,斐力兹族半人马,斐力茲族半人馬,Centaures du clan Phérès,Zentauren der Pheresherde,Centauri della Banda Feres,フィーリーズ団のケンタウルス,피레스 무리 켄타우로스,Centauros do Bando Feres,Кентавры из Племени Ферий,Centauros del clan Feres
"Polukranos, World Eater","Polukranos, World Eater	{2}{G}{G}
Legendary Creature — Hydra
{X}{X}{G}: Monstrosity X. (If this creature isn't monstrous, put X +1/+1 counters on it and it becomes monstrous.)
When Polukranos becomes monstrous, it deals X damage divided as you choose among any number of target creatures your opponents control. Each of those creatures deals damage equal to its power to Polukranos.
5/5
",https://scryfall.com/card/ths/172/polukranos-world-eater,https://cards.scryfall.io/large/front/4/9/4979cc1b-9c1a-47e4-ae37-7c41798eb89a.jpg?1562817635,吞世客波禄卡诺斯,吞世客波祿卡諾斯,"Polukranos, dévoreur de mondes",Polukranos der Weltenverschlinger,"Polikranos, Divoratore di Mondi",世界を喰らう者、ポルクラノス,세상을 삼키는 포루크라노스,"Polucrano, Devorador de Mundos","Поликран, Пожиратель Миров","Polukranos, el devoramundos"
Reverent Hunter,"Reverent Hunter	{2}{G}
Creature — Human Archer
When this creature enters, put a number of +1/+1 counters on it equal to your devotion to green. (Each {G} in the mana costs of permanents you control counts toward your devotion to green.)
1/1
",https://scryfall.com/card/ths/173/reverent-hunter,https://cards.scryfall.io/large/front/9/7/97b4e736-d19a-42ac-8bcb-b8e6b7b7b539.jpg?1562821743,虔诚的猎人,虔誠的獵人,Chasseur révérend,Ehrfürchtiger Jäger,Cacciatore Riverente,恭しき狩人,경건한 사냥꾼,Caçador Reverente,Благоговейный Охотник,Cazador reverente
Satyr Hedonist,"Satyr Hedonist	{1}{G}
Creature — Satyr
{R}, Sacrifice this creature: Add {R}{R}{R}.
2/1
",https://scryfall.com/card/ths/174/satyr-hedonist,https://cards.scryfall.io/large/front/8/8/88c67e15-833c-406a-b75f-8de97fbacf5a.jpg?1562821024,贪欢羊蹄人,貪歡羊蹄人,Hédoniste satyre,Satyr-Hedonist,Satiro Edonista,サテュロスの享楽者,쾌락주의자 사티로스,Sátiro Hedonista,Сатир-Гедонист,Sátiro hedonista
Satyr Piper,"Satyr Piper	{2}{G}
Creature — Satyr Rogue
{3}{G}: Target creature must be blocked this turn if able.
2/1
",https://scryfall.com/card/ths/175/satyr-piper,https://cards.scryfall.io/large/front/e/2/e244c4d0-2c30-4a56-94bb-0fff9ffe4a6a.jpg?1562835013,羊蹄人吹笛手,羊蹄人吹笛手,Joueur de flûte satyre,Satyr-Flötenspieler,Satiro Pifferaio,サテュロスの笛吹き,사티로스 피리꾼,Sátiro Flautista,Сатир-Дудочник,Sátiro flautista
Savage Surge,"Savage Surge	{1}{G}
Instant
Target creature gets +2/+2 until end of turn. Untap that creature.

",https://scryfall.com/card/ths/176/savage-surge,https://cards.scryfall.io/large/front/5/9/5916d5e7-0825-4d72-82e4-1e4c86d1fafe.jpg?1595438222,凶蛮翻腾,凶蠻翻騰,Déferlement sauvage,Anschwellende Wildheit,Slancio Selvaggio,蛮族の血気,맹렬한 격동,Surto Selvagem,Дикий Всплеск,Oleada salvaje
Sedge Scorpion,"Sedge Scorpion	{G}
Creature — Scorpion
Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
1/1
",https://scryfall.com/card/ths/177/sedge-scorpion,https://cards.scryfall.io/large/front/9/8/9864f811-db2e-4d6d-ad59-a491a790bdd4.jpg?1592517367,蓑草蝎子,蓑草蠍子,Scorpion des laîches,Seggen-Skorpion,Scorpione del Falasco,菅草の蠍,사초 전갈,Escorpião de Grama,Осоковый Скорпион,Escorpión de los juncos
Shredding Winds,"Shredding Winds	{2}{G}
Instant
Shredding Winds deals 7 damage to target creature with flying.

",https://scryfall.com/card/ths/178/shredding-winds,https://cards.scryfall.io/large/front/3/3/33f36143-85b6-412c-8c79-053728b45c25.jpg?1562816513,裂碎之风,裂碎之風,Vents lacérateurs,Zerfetzende Winde,Venti Laceranti,切り裂く風,잡아찢는 바람,Ventos Cortantes,Кромсающий Ветер,Vientos huracanados
Staunch-Hearted Warrior,"Staunch-Hearted Warrior	{3}{G}
Creature — Human Warrior
Heroic — Whenever you cast a spell that targets this creature, put two +1/+1 counters on this creature.
2/2
",https://scryfall.com/card/ths/179/staunch-hearted-warrior,https://cards.scryfall.io/large/front/c/7/c754202d-adc9-4d02-b1b3-ec253f7e637a.jpg?1547517851,雄心战士,雄心戰士,Guerrière au cœur fidèle,Unerschütterliche Kriegerin,Guerriera dal Cuore Risoluto,信条の戦士,굳건한 의지의 전사,Guerreiro Obstinado,Непоколебимая Воительница,Guerrera acérrima
Sylvan Caryatid,"Sylvan Caryatid	{1}{G}
Creature — Plant
Defender, hexproof
{T}: Add one mana of any color.
0/3
",https://scryfall.com/card/ths/180/sylvan-caryatid,https://cards.scryfall.io/large/front/2/6/2662837c-3837-4da9-80b4-79edb0b6c289.jpg?1743207027,森林女像柱,森林女像柱,Cariatide sylvestre,Wald-Karyatide,Cariatide Silvana,森の女人像,숲속의 여인상,Cariátide Silvestre,Лесная Кариатида,Cariátide silvana
Time to Feed,"Time to Feed	{2}{G}
Sorcery
Choose target creature an opponent controls. When that creature dies this turn, you gain 3 life. Target creature you control fights that creature. (Each deals damage equal to its power to the other.)

",https://scryfall.com/card/ths/181/time-to-feed,https://cards.scryfall.io/large/front/8/6/86e89e51-fd37-4f41-ad13-d1b8a93e5277.jpg?1601080227,进食时刻,進食時刻,Heure du repas,Raubtierfütterung,Saziare la Fame,食餌の時間,식사 시간,Hora da Refeição,Время Еды,Hora de cenar
Voyaging Satyr,"Voyaging Satyr	{1}{G}
Creature — Satyr Druid
{T}: Untap target land.
1/2
",https://scryfall.com/card/ths/182/voyaging-satyr,https://cards.scryfall.io/large/front/1/8/180773da-dadc-414a-92c6-f4e13c753718.jpg?1576383133,漫游羊蹄人,漫遊羊蹄人,Satyre voyageur,Reisender Satyr,Satiro Viaggiatore,旅するサテュロス,여행하는 사티로스,Sátiro Viajante,Странствующий Сатир,Sátiro viajero
Vulpine Goliath,"Vulpine Goliath	{4}{G}{G}
Creature — Fox
Trample
6/5
",https://scryfall.com/card/ths/183/vulpine-goliath,https://cards.scryfall.io/large/front/c/d/cdacb147-35ce-4751-961e-576b5f958048.jpg?1562831410,巨型狐狸,巨型狐狸,Goliath vulpin,Fuchsgoliath,Golia Volpino,巨体の狐,거대한 여우,Golias Vulpino,Исполинская Лисица,Goliat vulpino
Warriors' Lesson,"Warriors' Lesson	{G}
Instant
Until end of turn, up to two target creatures you control each gain ""Whenever this creature deals combat damage to a player, draw a card.""

",https://scryfall.com/card/ths/184/warriors-lesson,https://cards.scryfall.io/large/front/6/3/63f7e81a-6f9e-4cad-a911-fba7a431cd55.jpg?1562819097,战士操练,戰士操練,Leçon des guerriers,Lektion des Kriegers,Lezione dei Guerrieri,戦士の教訓,전사의 교훈,Lição do Guerreiro,Урок Воинов,La lección de los guerreros
Akroan Hoplite,"Akroan Hoplite	{R}{W}
Creature — Human Soldier
Whenever this creature attacks, it gets +X/+0 until end of turn, where X is the number of attacking creatures you control.
1/2
",https://scryfall.com/card/ths/185/akroan-hoplite,https://cards.scryfall.io/large/front/0/4/04aa9d4f-37cc-4fc8-877a-6190f96eb509.jpg?1576383146,阿喀洛斯重装步兵,阿喀洛斯重裝步兵,Hoplites akroens,Akroischer Hoplit,Oplita di Akros,アクロスの重装歩兵,아크로스 중장보병,Hoplita Acrosano,Акросский Гоплит,Hoplita akroniense
Anax and Cymede,"Anax and Cymede	{1}{R}{W}
Legendary Creature — Human Soldier
First strike, vigilance
Heroic — Whenever you cast a spell that targets Anax and Cymede, creatures you control get +1/+1 and gain trample until end of turn.
3/2
",https://scryfall.com/card/ths/186/anax-and-cymede,https://cards.scryfall.io/large/front/6/3/63cb977e-bd42-43b1-83d1-124e7a413aca.jpg?1562819079,阿那克斯与赛美狄,阿那克斯與賽美狄,Anax et Cymède,Anax und Kymede,Anax e Cimede,アナックスとサイミーディ,아낙스와 사이미디,Anax e Ciméde,Анакс и Кимеда,Anax y Cymeda
Ashen Rider,"Ashen Rider	{4}{W}{W}{B}{B}
Creature — Archon
Flying
When this creature enters or dies, exile target permanent.
5/5
",https://scryfall.com/card/ths/187/ashen-rider,https://cards.scryfall.io/large/front/1/f/1f2054d9-d10f-4127-aece-71c3f0ef547c.jpg?1673148296,灰灭骑兵,灰滅騎兵,Cavalière cendreuse,Aschfahle Reiterin,Cavalcatrice Cinerea,灰燼の乗り手,잿빛 기수,Ginete Cinzento,Пепельная Наездница,Jinete cinérea
"Ashiok, Nightmare Weaver","Ashiok, Nightmare Weaver	{1}{U}{B}
Legendary Planeswalker — Ashiok
[+2]: Exile the top three cards of target opponent's library.
[−X]: Put a creature card with mana value X exiled with Ashiok onto the battlefield under your control. That creature is a Nightmare in addition to its other types.
[−10]: Exile all cards from all opponents' hands and graveyards.

",https://scryfall.com/card/ths/188/ashiok-nightmare-weaver,https://cards.scryfall.io/large/front/5/9/599c3c9f-dfb7-4357-9d9c-9a1a4616b103.jpg?1562818514,织魇师安梭苛,織魘師安梭苛,"Ashiok, tisseur de cauchemars",Ashiok der Albtraumweber,"Ashiok, Tessitore di Incubi",悪夢の織り手、アショク,악몽을 부르는 아시오크,"Ashiok, Tecedor de Pesadelos","Ашиок, Ткач Кошмаров","Ashiok, urdidor de pesadillas"
Battlewise Hoplite,"Battlewise Hoplite	{W}{U}
Creature — Human Soldier
Heroic — Whenever you cast a spell that targets this creature, put a +1/+1 counter on this creature, then scry 1. (To scry 1, look at the top card of your library, then you may put that card on the bottom.)
2/2
",https://scryfall.com/card/ths/189/battlewise-hoplite,https://cards.scryfall.io/large/front/4/c/4c929a57-2c23-4bbf-b265-666630a4fde8.jpg?1562817817,善战重装步兵,善戰重裝步兵,Hoplite sage de guerre,Kampferprobter Hoplit,Oplita Guerriero Sagace,戦識の重装歩兵,숙련된 중장보병,Hoplita Belisábio,Гоплит-Битвознатец,Hoplita batallasagaz
Chronicler of Heroes,"Chronicler of Heroes	{1}{G}{W}
Creature — Centaur Wizard
When this creature enters, draw a card if you control a creature with a +1/+1 counter on it.
3/3
",https://scryfall.com/card/ths/190/chronicler-of-heroes,https://cards.scryfall.io/large/front/7/6/76a60ba3-208c-41c9-a40a-46d3586acdfd.jpg?1673148454,英雄年代史家,英雄年代史家,Chroniqueur de héros,Chronistin der Helden,Aedo degli Eroi,英雄の記録者,영웅기 이야기꾼,Cronista de Heróis,Летописец Героев,Cronista de los héroes
Daxos of Meletis,"Daxos of Meletis	{1}{W}{U}
Legendary Creature — Human Soldier
Daxos can't be blocked by creatures with power 3 or greater.
Whenever Daxos deals combat damage to a player, exile the top card of that player's library. You gain life equal to that card's mana value. Until end of turn, you may cast that card and you may spend mana as though it were mana of any color to cast that spell.
2/2
",https://scryfall.com/card/ths/191/daxos-of-meletis,https://cards.scryfall.io/large/front/d/2/d2eca63b-7fb2-4a69-84dd-aa0a038a2f8a.jpg?1673485026,迈勒提斯的达克索斯,邁勒提斯的達克索斯,Daxos de Mélétis,Daxos von Meletis,Daxos di Meletis,メレティスのダクソス,멜레티스의 닥소스,Daxos de Meletis,Дакс из Мелетиды,Daxos de Meletis
Destructive Revelry,"Destructive Revelry	{R}{G}
Instant
Destroy target artifact or enchantment. Destructive Revelry deals 2 damage to that permanent's controller.

",https://scryfall.com/card/ths/192/destructive-revelry,https://cards.scryfall.io/large/front/7/9/798af7cb-645f-4526-8a19-6e4595b93964.jpg?1562820219,坏灭欢宴,壞滅歡宴,Festivités destructrices,Zerstörerisches Gelage,Baccanale Distruttivo,破壊的な享楽,파괴의 축제,Orgia Destrutiva,Разрушительный Разгул,Bacanal de destrucción
Fleecemane Lion,"Fleecemane Lion	{G}{W}
Creature — Cat
{3}{G}{W}: Monstrosity 1. (If this creature isn't monstrous, put a +1/+1 counter on it and it becomes monstrous.)
As long as this creature is monstrous, it has hexproof and indestructible.
3/3
",https://scryfall.com/card/ths/193/fleecemane-lion,https://cards.scryfall.io/large/front/e/f/ef4e1c37-d520-4025-bd56-15ec452f6842.jpg?1631588501,绒毛狮,絨毛獅,Lion à crinière bouclée,Vliesmähnen-Löwe,Leone Vellocriniera,羊毛鬣のライオン,양털갈기 사자,Leão da Juba Lanosa,Руногривый Лев,León melena de lana
Horizon Chimera,"Horizon Chimera	{2}{G}{U}
Creature — Chimera
Flash
Flying, trample
Whenever you draw a card, you gain 1 life.
3/2
",https://scryfall.com/card/ths/194/horizon-chimera,https://cards.scryfall.io/large/front/7/0/7022506d-8685-41e0-bd1a-2c27c964128b.jpg?1562405146,远扬盖美拉,遠揚蓋美拉,Chimère de l'horizon,Horizont-Chimäre,Chimera dell'Orizzonte,地平線のキマイラ,지평선 키메라,Quimera do Horizonte,Химера Горизонта,Quimera del horizonte
Kragma Warcaller,"Kragma Warcaller	{3}{B}{R}
Creature — Minotaur Warrior
Minotaur creatures you control have haste.
Whenever a Minotaur you control attacks, it gets +2/+0 until end of turn.
2/3
",https://scryfall.com/card/ths/195/kragma-warcaller,https://cards.scryfall.io/large/front/7/8/78791fc6-054f-45eb-b8b0-28f2512d72b6.jpg?1562820128,夸格玛战呼人,夸格瑪戰呼人,Meneur de guerre de Kragma,Kragma-Schlachtrufer,Convocatore di Guerra di Kragma,クラグマの戦呼び,크라그마 징집관,Invocador de Guerra de Cragma,Зазывала из Крагмы,Llamaguerra de Kragma
