name,oracle_text,scryfall_link,image_src,chinese_simplified,chinese_traditional,french,german,italian,japanese,korean,portuguese,russian,spanish
Hampering Snare,"Hampering Snare	{1}{U}
Instant
Creatures your opponents control get -2/-0 until end of turn.
Cycling {2} ({2}, Discard this card: Draw a card.)

",https://scryfall.com/card/iko/55/hampering-snare,https://cards.scryfall.io/large/front/5/f/5f7b331a-bd21-429b-a49f-88da9a31c98e.jpg?1591226361,束缚陷阱,束縛陷阱,Collet entravant,Hemmende Schlinge,Trappola Immobilizzante,妨害する罠,방해하는 덫,Armadilha Retentora,Подавляющие Силки,Trampa obstructora
Keep Safe,"Keep Safe	{1}{U}
Instant
Counter target spell that targets a permanent you control.
Draw a card.

",https://scryfall.com/card/iko/56/keep-safe,https://cards.scryfall.io/large/front/f/e/febfa682-76ae-4979-a40c-c1eae1121f3c.jpg?1591226372,庇护屏障,庇護屏障,Protéger,Sicher behüten,Tenere al Sicuro,安全維持,안전 제일,Manter a Salvo,Под Защитой,Proteger
Mystic Subdual,"Mystic Subdual	{1}{U}
Enchantment — Aura
Flash
Enchant creature
Enchanted creature gets -2/-0 and loses all abilities. (Mutating onto the creature won't give it new abilities. It can gain abilities in other ways.)

",https://scryfall.com/card/iko/57/mystic-subdual,https://cards.scryfall.io/large/front/6/2/627c2111-b7d7-40bc-aa30-57d72338b32d.jpg?1591226384,神秘破坏,神秘破壞,Subjugation mystique,Mystische Bändigung,Sottomissione Mistica,神秘の制圧,신비한 진압,Submissão Mística,Мистическое Подчинение,Sometimiento místico
Mythos of Illuna,"Mythos of Illuna	{2}{U}{U}
Sorcery
Create a token that's a copy of target permanent. If {R}{G} was spent to cast this spell, instead create a token that's a copy of that permanent, except the token has ""When this token enters, if it's a creature, it fights up to one target creature you don't control.""

",https://scryfall.com/card/iko/58/mythos-of-illuna,https://cards.scryfall.io/large/front/f/1/f1b07082-c5a5-4283-a2f5-5b1e0120d752.jpg?1591226392,依卢那传说,依盧那傳說,Mythe d'Illuna,Mythos von Illuna,Mito di Illuna,イルーナの神話,일루나의 신화,Mito de Illuna,Сказание об Иллуне,Mito de Illuna
Neutralize,"Neutralize	{1}{U}{U}
Instant
Counter target spell.
Cycling {2} ({2}, Discard this card: Draw a card.)

",https://scryfall.com/card/iko/59/neutralize,https://cards.scryfall.io/large/front/0/4/0430da3c-9460-4b62-ae28-2e7e6f4d06a4.jpg?1591226400,解除威胁,解除威脅,Neutralisation,Neutralisieren,Neutralizzare,中和,무력화,Neutralizar,Обезвредить,Neutralizar
Of One Mind,"Of One Mind	{2}{U}
Sorcery
This spell costs {2} less to cast if you control a Human creature and a non-Human creature.
Draw two cards.

",https://scryfall.com/card/iko/60/of-one-mind,https://cards.scryfall.io/large/front/c/9/c95fb136-f21d-4f3a-82b7-bcf490b7e90c.jpg?1591226411,异念归一,異念歸一,Unité d'esprit,Seelenverwandtschaft,Una Sola Mente,心を一つに,한 마음,Mentes em Uníssono,Единение Разумов,De una mente
Ominous Seas,"Ominous Seas	{1}{U}
Enchantment
Whenever you draw a card, put a foreshadow counter on this enchantment.
Remove eight foreshadow counters from this enchantment: Create an 8/8 blue Kraken creature token.
Cycling {2} ({2}, Discard this card: Draw a card.)

",https://scryfall.com/card/iko/61/ominous-seas,https://cards.scryfall.io/large/front/c/e/ce8965f2-756a-4461-a643-db024a11c2de.jpg?1591226420,恶兆海疆,惡兆海疆,Mers comminatoires,Unheilvolle See,Mari Minacciosi,不吉な海,불길한 바다,Mares Ameaçadores,Тревожные Моря,Mares de mal agüero
Phase Dolphin,"Phase Dolphin	{2}{U}
Creature — Elemental Whale
Whenever this creature attacks, another target attacking creature can't be blocked this turn.
1/4
",https://scryfall.com/card/iko/62/phase-dolphin,https://cards.scryfall.io/large/front/8/8/88fb4042-e9c1-4b0f-b1f6-4180b0d79663.jpg?1591226432,腾跃海豚,騰躍海豚,Dauphin en phase,Phasendelfin,Delfino della Fase,潜界イルカ,위상 돌고래,Golfinho Defasador,Мерцающий Дельфин,Delfín de fase
Pollywog Symbiote,"Pollywog Symbiote	{1}{U}
Creature — Frog
Each creature spell you cast costs {1} less to cast if it has mutate.
Whenever you cast a creature spell, if it has mutate, draw a card, then discard a card.
1/3
",https://scryfall.com/card/iko/63/pollywog-symbiote,https://cards.scryfall.io/large/front/7/7/77adf375-e7d7-4ebd-8c86-ad7e822a5483.jpg?1688477289,蝌蚪共生体,蝌蚪共生體,Symbiote têtard,Kaulquappensymbiont,Simbionte Girino,両生共生体,양서류 공생자,Simbionte Girino,Симбионт-Головастик,Renacuajo simbiótico
Pouncing Shoreshark,"Pouncing Shoreshark	{4}{U}
Creature — Shark Beast
Mutate {3}{U} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Flash
Whenever this creature mutates, you may return target creature an opponent controls to its owner's hand.
4/3
",https://scryfall.com/card/iko/64/pouncing-shoreshark,https://cards.scryfall.io/large/front/c/8/c859b339-b55b-41fe-948c-27502e3b3ea8.jpg?1591226459,扑击岸鲨,撲擊岸鯊,Requin-côtier bondissant,Springender Küstenhai,Geosqualo Scattante,飛びかかる岸鮫,달려드는 해안상어,Tubarão-da-costa Saltador,Прыткая Береговая Акула,Tiburón costero saltador
Reconnaissance Mission,"Reconnaissance Mission	{2}{U}{U}
Enchantment
Whenever a creature you control deals combat damage to a player, you may draw a card.
Cycling {2} ({2}, Discard this card: Draw a card.)

",https://scryfall.com/card/iko/65/reconnaissance-mission,https://cards.scryfall.io/large/front/b/2/b2364119-d764-4ef1-86cf-a0b7a5ae1b38.jpg?1641602066,侦察任务,偵察任務,Mission de reconnaissance,Aufklärungsmission,Missione di Ricognizione,偵察任務,정찰 임무,Missão de Reconhecimento,Разведывательная Вылазка,Misión de reconocimiento
Sea-Dasher Octopus,"Sea-Dasher Octopus	{1}{U}{U}
Creature — Octopus
Mutate {1}{U} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Flash
Whenever this creature deals combat damage to a player, draw a card.
2/2
",https://scryfall.com/card/iko/66/sea-dasher-octopus,https://cards.scryfall.io/large/front/a/6/a6f59d9e-6c1b-437a-934c-7c776c8dd1d5.jpg?1591226485,迅浪章鱼,迅浪章魚,Pieuvre fonceuse des mers,Meeresflitzer-Oktopus,Piovra Balzaonde,海駆けダコ,바다를 질주하는 문어,Polvo Flecha-do-mar,Стремительный Спрут,Pulpo corremares
Shark Typhoon,"Shark Typhoon	{5}{U}
Enchantment
Whenever you cast a noncreature spell, create an X/X blue Shark creature token with flying, where X is that spell's mana value.
Cycling {X}{1}{U} ({X}{1}{U}, Discard this card: Draw a card.)
When you cycle this card, create an X/X blue Shark creature token with flying.

",https://scryfall.com/card/iko/67/shark-typhoon,https://cards.scryfall.io/large/front/2/b/2b2accb1-d77b-4633-9d0c-b972d9c014bb.jpg?1726284727,聚鲨台风,聚鯊颱風,Typhon de requins,Haifun,Tifone di Squali,サメ台風,상어 태풍,Tufão de Tubarões,Акулий Тайфун,Tifón de tiburones
Startling Development,"Startling Development	{1}{U}
Instant
Until end of turn, target creature becomes a blue Serpent with base power and toughness 4/4.
Cycling {1} ({1}, Discard this card: Draw a card.)

",https://scryfall.com/card/iko/68/startling-development,https://cards.scryfall.io/large/front/a/1/a12680db-957f-48c1-9062-2edd9115ba26.jpg?1591226517,惊人成长,驚人成長,Développement surprenant,Verblüffende Verwandlung,Sviluppo Sconcertante,驚くべき発育,깜짝 놀랄 발전,Desenvolvimento Surpreendente,Поразительное Происшествие,Desarrollo extraordinario
Thieving Otter,"Thieving Otter	{2}{U}
Creature — Otter
Whenever this creature deals damage to an opponent, draw a card.
2/2
",https://scryfall.com/card/iko/69/thieving-otter,https://cards.scryfall.io/large/front/5/2/52a258be-39e3-4689-b2d0-7c353ce7d574.jpg?1721428090,窃獭,竊獺,Loutre voleuse,Diebischer Otter,Lontra Ladra,泥棒カワウソ,도둑질하는 수달,Lontra Ladra,Вороватая Выдра,Nutria ladrona
Voracious Greatshark,"Voracious Greatshark	{3}{U}{U}
Creature — Shark
Flash (You may cast this spell any time you could cast an instant.)
When this creature enters, counter target artifact or creature spell.
5/4
",https://scryfall.com/card/iko/70/voracious-greatshark,https://cards.scryfall.io/large/front/c/2/c27b40dd-9b2a-4a99-a984-ee9cfdb091a1.jpg?1730490877,贪餮硕鲨,貪餮碩鯊,Grand requin vorace,Gefräßiger Riesenhai,Gransqualo Vorace,大食の巨大鮫,탐욕스러운 거대상어,Megatubarão Voraz,Прожорливый Мегалодон,Gran tiburón voraz
Wingfold Pteron,"Wingfold Pteron	{5}{U}
Creature — Dinosaur
This creature enters with your choice of a flying counter or a hexproof counter on it. (A creature with hexproof can't be the target of spells or abilities your opponents control.)
3/6
",https://scryfall.com/card/iko/71/wingfold-pteron,https://cards.scryfall.io/large/front/1/1/11e21a5f-fae7-4488-9463-f0af6e4c5233.jpg?1591226554,叠翅翼龙,疊翅翼龍,Ptéron aux ailes pliables,Flügelfalter-Pteron,Pteron dalle Ali Pieghevoli,折り畳み翼竜,접은날개 프테론,Pteron-de-asa-dobrável,Складчатокрылый Птерон,Pterón alado
Wingspan Mentor,"Wingspan Mentor	{2}{U}
Creature — Human Wizard
When this creature enters, put a flying counter on target non-Human creature you control.
{2}{U}, {T}: Put a +1/+1 counter on each creature you control with flying.
1/3
",https://scryfall.com/card/iko/72/wingspan-mentor,https://cards.scryfall.io/large/front/2/2/225701da-1e6d-479c-aecc-3a13e0698524.jpg?1673484074,翼展导师,翼展導師,Mentor volenvergue,Flügelschlag-Mentor,Mentore dell'Apertura Alare,翼長の導師,날개폭 스승,Mentor de Envergadura,Наставник Размаха Крыльев,Mentor de alaslargas
Bastion of Remembrance,"Bastion of Remembrance	{2}{B}
Enchantment
When this enchantment enters, create a 1/1 white Human Soldier creature token.
Whenever a creature you control dies, each opponent loses 1 life and you gain 1 life.

",https://scryfall.com/card/iko/73/bastion-of-remembrance,https://cards.scryfall.io/large/front/9/d/9d0c6077-f84c-4e91-87dc-b0ac81d557f8.jpg?1743206432,记忆壁垒,記憶壁壘,Bastion du souvenir,Bastion der Erinnerung,Baluardo del Ricordo,想起の拠点,추모의 요새,Bastião da Recordação,Бастион Воспоминаний,Bastión de los recuerdos
Blitz Leech,"Blitz Leech	{5}{B}
Creature — Leech
Flash
When this creature enters, target creature an opponent controls gets -2/-2 until end of turn. Remove all counters from that creature.
5/2
",https://scryfall.com/card/iko/74/blitz-leech,https://cards.scryfall.io/large/front/7/d/7d9b5bde-a851-480b-b45e-d384fd1c11bb.jpg?1591226595,闪击蛭,閃擊蛭,Sangsue à l'attaque éclair,Blitzegel,Sanguisuga d'Assalto,急襲ヒル,습격하는 거머리,Sanguessuga de Assalto,Проворная Пиявка,Sanguijuela relámpago
Blood Curdle,"Blood Curdle	{3}{B}
Instant
Destroy target creature. Put a menace counter on a creature you control. (It can't be blocked except by two or more creatures.)

",https://scryfall.com/card/iko/75/blood-curdle,https://cards.scryfall.io/large/front/4/1/4184c851-1419-476c-ba9c-9f0cb1137114.jpg?1591226609,血流凝结,血流凝結,Glacement du sang,Blutstarre,Raggelare il Sangue,血液凝固,혈액 응고,Coalhar Sangue,Стынущая Кровь,Helar la sangre
Boot Nipper,"Boot Nipper	{1}{B}
Creature — Beast
This creature enters with your choice of a deathtouch counter or a lifelink counter on it.
2/1
",https://scryfall.com/card/iko/76/boot-nipper,https://cards.scryfall.io/large/front/c/f/cff5a5b8-f823-4429-acd8-c4f34a676cb4.jpg?1591226621,啮靴兽,嚙靴獸,Pince-bottes,Fersenbeißer,Mordistivali,靴かじり,신발을 물어뜯는 자,Belisca-botas,Сапожный Кусака,Muerdebotas
Bushmeat Poacher,"Bushmeat Poacher	{3}{B}
Creature — Human Soldier
{1}, {T}, Sacrifice another creature: You gain life equal to the sacrificed creature's toughness. Draw a card.
2/4
",https://scryfall.com/card/iko/77/bushmeat-poacher,https://cards.scryfall.io/large/front/c/c/cc01faf4-fabb-40c9-a1d6-359280535f91.jpg?1591226634,野味盗猎者,野味盜獵者,Braconnière de gibier,Buschfleisch-Wilderin,Cacciatrice di Frodo di Selvaggina,野生肉の密猟者,야생고기 밀렵꾼,Caçadora de Carne Selvagem,Диколовчая Браконьерша,Cazadora de carne
Call of the Death-Dweller,"Call of the Death-Dweller	{2}{B}
Sorcery
Return up to two target creature cards with total mana value 3 or less from your graveyard to the battlefield. Put a deathtouch counter on either of them. Then put a menace counter on either of them.

",https://scryfall.com/card/iko/78/call-of-the-death-dweller,https://cards.scryfall.io/large/front/3/7/37e34017-0aeb-4a93-9edf-596bf3597a0e.jpg?1591226650,夺命狮召唤,奪命獅召喚,Appel du Thanatophile,Ruf des Todbrüters,Richiamo del Dimoramorte,死住まいの呼び声,죽음 거주자의 부름,Chamado do Mortívago,Зов Обитателя Смерти,Llamada del Habitante de la Muerte
Cavern Whisperer,"Cavern Whisperer	{4}{B}
Creature — Nightmare
Mutate {3}{B} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Menace (This creature can't be blocked except by two or more creatures.)
Whenever this creature mutates, each opponent discards a card.
4/4
",https://scryfall.com/card/iko/79/cavern-whisperer,https://cards.scryfall.io/large/front/6/4/64ae7651-4a5c-41f3-b528-41b9b0f2e5d8.jpg?1591226663,洞窟低语怪,洞窟低語怪,Chuchoteur des cavernes,Höhlenflüsterer,Sussurratore delle Caverne,洞窟で囁くもの,동굴 속삭임꾼,Sussurrador das Cavernas,Пещерный Шептун,Susurrante de caverna
Chittering Harvester,"Chittering Harvester	{5}{B}
Creature — Nightmare
Mutate {4}{B} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Whenever this creature mutates, each opponent sacrifices a creature of their choice.
4/6
",https://scryfall.com/card/iko/80/chittering-harvester,https://cards.scryfall.io/large/front/d/5/d51a0700-d4d3-4b7e-bdb5-6cd913c948d9.jpg?1591226677,吱响索命妖,吱響索命妖,Moissonneur bruyant,Fauchender Schnitter,Mietitore Squittente,騒がしい収穫者,찍찍대는 수확자,Ceifador Chiador,Верещащий Сборщик,Cosechadora gorjeante
Corpse Churn,"Corpse Churn	{1}{B}
Instant
Mill three cards, then you may return a creature card from your graveyard to your hand. (To mill three cards, put the top three cards of your library into your graveyard.)

",https://scryfall.com/card/iko/81/corpse-churn,https://cards.scryfall.io/large/front/c/1/c151c2e9-a7d1-42ee-a68c-885df78db53e.jpg?1706239863,尸体翻搅,屍體翻攪,Barratement cadavérique,Leichen aufwühlen,Estrazione di Cadaveri,屍体の攪拌,시체 휘젓기,Reviravolta de Cadáveres,Пробуждение Трупа,Agitación cadavérica
Dark Bargain,"Dark Bargain	{3}{B}
Instant
Look at the top three cards of your library. Put two of them into your hand and the other into your graveyard. Dark Bargain deals 2 damage to you.

",https://scryfall.com/card/iko/82/dark-bargain,https://cards.scryfall.io/large/front/6/e/6ef6f861-90ef-4e1d-9f17-1dd306e7d0af.jpg?1591226707,黯境交易,黯境交易,Obscur marché,Düsterer Handel,Transazione Oscura,闇の取り引き,사악한 거래,Barganha Sombria,Темная Сделка,Intercambio oscuro
Dead Weight,"Dead Weight	{B}
Enchantment — Aura
Enchant creature
Enchanted creature gets -2/-2.

",https://scryfall.com/card/iko/83/dead-weight,https://cards.scryfall.io/large/front/8/2/82e6b971-3f5b-47e7-8209-98d72ee781fc.jpg?1699044112,重负,重負,Poids mort,Totes Gewicht,Peso Morto,死の重み,사악한 족쇄,Peso Morto,Мертвый Груз,Peso muerto
Dirge Bat,"Dirge Bat	{2}{B}{B}
Creature — Bat
Mutate {4}{B}{B} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Flash
Flying
Whenever this creature mutates, destroy target creature or planeswalker an opponent controls.
3/3
",https://scryfall.com/card/iko/84/dirge-bat,https://cards.scryfall.io/large/front/5/9/59677c76-8148-4b6f-95b0-0e3ccf137a3f.jpg?1591226735,悼挽蝙蝠,悼輓蝙蝠,Chauve-souris funèbre,Klagelied-Fledermaus,Pipistrello del Lamento Funebre,哀歌コウモリ,장송곡 박쥐,Morcego do Lamento Fúnebre,Нетопырь-Плакальщик,Murciélago fúnebre
Durable Coilbug,"Durable Coilbug	{1}{B}
Creature — Insect
{4}{B}: Return this card from your graveyard to your hand.
2/2
",https://scryfall.com/card/iko/85/durable-coilbug,https://cards.scryfall.io/large/front/a/0/a0cbdfb6-c029-440f-bc07-c95e03c20110.jpg?1591226747,硬壳蜷曲虫,硬殼蜷曲蟲,Sphérapode durable,Robuster Spulkäfer,Appallottero Resistente,頑丈なダンゴムシ,튼튼한 고리벌레,Inseto-bola Resistente,Прочная Спираленожка,Bichobola resistente
Duskfang Mentor,"Duskfang Mentor	{2}{B}
Creature — Human Cleric
When this creature enters, put a lifelink counter on target non-Human creature you control.
{1}{B}, {T}: Put a +1/+1 counter on each creature you control with lifelink.
1/3
",https://scryfall.com/card/iko/86/duskfang-mentor,https://cards.scryfall.io/large/front/f/c/fc38fe5d-6c35-4fff-8f1b-726a0685c6f8.jpg?1591226756,暮牙明师,暮牙明師,Mentor crépuscroc,Düsterzahn-Mentorin,Mentore della Zanna Tetra,暮れ牙の導師,황혼송곳니 스승,Mentora do Canino Crepuscular,Наставница Клыка Сумерек,Mentora de colmillos vespertinos
Easy Prey,"Easy Prey	{1}{B}
Instant
Destroy target creature with mana value 2 or less.
Cycling {2} ({2}, Discard this card: Draw a card.)

",https://scryfall.com/card/iko/87/easy-prey,https://cards.scryfall.io/large/front/3/1/312fb6e4-1eb1-4fbb-b7a4-125829a6e96a.jpg?1591226769,手到擒来,手到擒來,Proie facile,Leichte Beute,Preda Facile,恰好の餌食,손쉬운 먹이,Presa Fácil,Легкая Добыча,Presa fácil
Extinction Event,"Extinction Event	{3}{B}
Sorcery
Choose odd or even. Exile each creature with mana value of the chosen quality. (Zero is even.)

",https://scryfall.com/card/iko/88/extinction-event,https://cards.scryfall.io/large/front/8/7/8725a869-462b-4381-880a-b4bcc63a655b.jpg?1591226783,生灵绝灭,生靈絕滅,Événement d'extinction,Massenaussterben,Evento di Estinzione,絶滅の契機,멸종 사건,Evento de Extinção,Вымирание,Acontecimiento de extinción
Gloom Pangolin,"Gloom Pangolin	{2}{B}
Creature — Nightmare Pangolin

1/5
",https://scryfall.com/card/iko/89/gloom-pangolin,https://cards.scryfall.io/large/front/3/f/3f135dd7-2a4f-4c83-9a90-76bcab3cc33d.jpg?1591226794,幽光穿山甲,幽光穿山甲,Pangolin des ténèbres,Düsternis-Schuppentier,Pangolino Tetro,薄暗がりのセンザンコウ,음울한 천산갑,Pangolim Sombrio,Панголин Мрака,Pangolín de las tinieblas
Grimdancer,"Grimdancer	{1}{B}{B}
Creature — Nightmare
This creature enters with your choice of two different counters on it from among menace, deathtouch, and lifelink.
3/3
",https://scryfall.com/card/iko/90/grimdancer,https://cards.scryfall.io/large/front/8/1/819257c8-9806-48bd-ba49-e117ca31de54.jpg?1591226807,冷酷旋魇,冷酷旋魘,Danseur sinistre,Gruseltänzer,Danzatore Lugubre,不気味舞い,음침한 무용수,Dançarino Soturno,Зловещий Плясун,Danzarina del averno
Heartless Act,"Heartless Act	{1}{B}
Instant
Choose one —
• Destroy target creature with no counters on it.
• Remove up to three counters from target creature.

",https://scryfall.com/card/iko/91/heartless-act,https://cards.scryfall.io/large/front/b/5/b57c57a8-d72b-4c6c-a2db-a7ef61190f42.jpg?1764120715,无情手段,無情手段,Acte cruel,Herzloser Akt,Atto Spietato,無情な行動,비정한 행동,Ato Cruel,Бессердечное Деяние,Acto desalmado
Hunted Nightmare,"Hunted Nightmare	{1}{B}{B}
Creature — Nightmare
Menace
When this creature enters, target opponent puts a deathtouch counter on a creature they control.
4/5
",https://scryfall.com/card/iko/92/hunted-nightmare,https://cards.scryfall.io/large/front/5/f/5f2dddce-583e-4af3-b144-a60dd268e84f.jpg?1591226831,遭缉梦魇,遭緝夢魘,Cauchemar au rabais,Gejagter Nachtmahr,Incubo Braccato,狩り立てられた悪夢,사냥당하는 나이트메어,Pesadelo Caçado,Загнанный Кошмар,Pesadilla perseguida
Insatiable Hemophage,"Insatiable Hemophage	{3}{B}
Creature — Nightmare
Mutate {2}{B} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Deathtouch
Whenever this creature mutates, each opponent loses X life and you gain X life, where X is the number of times this creature has mutated.
3/3
",https://scryfall.com/card/iko/93/insatiable-hemophage,https://cards.scryfall.io/large/front/7/0/70419590-2e0d-4232-b596-a5359b284647.jpg?1591226844,无魇喋血怪,無魘喋血怪,Hémophage insatiable,Unersättlicher Blutfresser,Emofago Insaziabile,強欲な血喰い,탐욕스러운 식혈귀,Hemófago Insaciável,Ненасытный Гемофаг,Hematófago insaciable
Lurking Deadeye,"Lurking Deadeye	{3}{B}
Creature — Human Assassin
Flash
When this creature enters, destroy target creature that was dealt damage this turn.
4/2
",https://scryfall.com/card/iko/94/lurking-deadeye,https://cards.scryfall.io/large/front/4/3/43925a8d-dd02-4907-929e-c015d678bb49.jpg?1591226858,伏击神射手,伏擊神射手,Tireuse d'élite en maraude,Lauernde Präzisionsschützin,Cecchina in Agguato,隠れ潜む名射手,몸을 숨긴 사격의 명수,Espreitadora Certeira,Притаившийся Снайпер,Acechadora certera
Memory Leak,"Memory Leak	{2}{B}
Sorcery
Target opponent reveals their hand. You choose a nonland card from that player's graveyard or hand and exile it.
Cycling {1} ({1}, Discard this card: Draw a card.)

",https://scryfall.com/card/iko/95/memory-leak,https://cards.scryfall.io/large/front/3/b/3b45a493-a1c2-430e-a45c-abc1ba554877.jpg?1591226876,记忆泄露,記憶洩露,Fuite de mémoire,Gedächtnisverlust,Perdita di Memoria,記憶漏出,기억 유실,Vazamento de Lembranças,Утечка Памяти,Fuga de recuerdos
Mutual Destruction,"Mutual Destruction	{B}
Sorcery
This spell has flash as long as you control a permanent with flash.
As an additional cost to cast this spell, sacrifice a creature.
Destroy target creature.

",https://scryfall.com/card/iko/96/mutual-destruction,https://cards.scryfall.io/large/front/8/5/85ac0b25-80bf-4871-a6f6-5cf4d5b9496e.jpg?1591226898,同归于尽,同歸於盡,Destruction mutuelle,Gegenseitige Zerstörung,Distruzione Reciproca,相互破壊,상호 파괴,Destruição Mútua,Взаимное Уничтожение,Destrucción mutua
Mythos of Nethroi,"Mythos of Nethroi	{2}{B}
Instant
Destroy target nonland permanent if it's a creature or if {G}{W} was spent to cast this spell.

",https://scryfall.com/card/iko/97/mythos-of-nethroi,https://cards.scryfall.io/large/front/6/a/6abc24e1-e721-471a-9efd-547f320675b0.jpg?1591226925,涅司罗传说,涅司羅傳說,Mythe de Nethroï,Mythos von Nethroi,Mito di Nethroi,ネスロイの神話,네스로이의 신화,Mito de Nethroi,Сказание о Нетрое,Mito de Nethroi
Nightsquad Commando,"Nightsquad Commando	{2}{B}
Creature — Human Soldier
When this creature enters, if you attacked this turn, create a 1/1 white Human Soldier creature token.
2/3
",https://scryfall.com/card/iko/98/nightsquad-commando,https://cards.scryfall.io/large/front/8/0/80306d10-0da7-4ee7-b975-ef6c9b535a2a.jpg?1591226945,夜班队突击兵,夜班隊突擊兵,Commando de l'escouade nocturne,Kommando der Nachtwache,Commando dello Squadrone Notturno,夜勤隊の猛士,밤 부대 특공대,Comando do Esquadrão Noturno,Коммандос Ночного Отряда,Comando de la brigada nocturna
Serrated Scorpion,"Serrated Scorpion	{B}
Creature — Scorpion
When this creature dies, it deals 2 damage to each opponent and you gain 2 life.
1/2
",https://scryfall.com/card/iko/99/serrated-scorpion,https://cards.scryfall.io/large/front/7/8/78509763-4bb8-4030-b205-76917de75c57.jpg?1689997444,锯尾蝎,鋸尾蠍,Scorpion barbelé,Zackenskorpion,Scorpione Dentellato,鋸刃蠍,톱니 전갈,Escorpião Serrilhado,Зазубренный Скорпион,Escorpión dentellado
Suffocating Fumes,"Suffocating Fumes	{2}{B}
Instant
Creatures your opponents control get -1/-1 until end of turn.
Cycling {2} ({2}, Discard this card: Draw a card.)

",https://scryfall.com/card/iko/100/suffocating-fumes,https://cards.scryfall.io/large/front/6/6/66b562e4-35df-4aee-848d-ceb4204bbe58.jpg?1591226972,窒塞毒气,窒塞毒氣,Fumées suffocantes,Erstickende Dämpfe,Esalazioni Asfissianti,息詰まる噴煙,질식시키는 매연,Exalações Sufocantes,Удушливый Дым,Humo sofocante
Unbreakable Bond,"Unbreakable Bond	{4}{B}
Sorcery
Return target creature card from your graveyard to the battlefield with a lifelink counter on it.

",https://scryfall.com/card/iko/101/unbreakable-bond,https://cards.scryfall.io/large/front/c/9/c9da02a1-7b39-4a0e-8466-6512a02f3e3b.jpg?1610263521,难破羁绊,難破羈絆,Lien indestructible,Unzertrennliche Verbindung,Vincolo Indissolubile,不断の絆,깨뜨릴 수 없는 유대,Vínculo Inquebrável,Нерушимые Узы,Vínculo inquebrantable
Unexpected Fangs,"Unexpected Fangs	{1}{B}
Instant
Put a +1/+1 counter and a lifelink counter on target creature.

",https://scryfall.com/card/iko/102/unexpected-fangs,https://cards.scryfall.io/large/front/a/a/aa6494ad-a35e-4b09-8623-7740f3c20b0b.jpg?1591226994,突生长牙,突生長牙,Crocs inattendus,Überraschender Biss,Zanne Inaspettate,予想外の牙,예상하지 못한 송곳니,Presas Inesperadas,Нежданные Клыки,Colmillos inesperados
Unlikely Aid,"Unlikely Aid	{1}{B}
Instant
Target creature gets +2/+0 and gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)

",https://scryfall.com/card/iko/103/unlikely-aid,https://cards.scryfall.io/large/front/b/a/bac3409e-7c24-43b0-9956-5f0cdeae6468.jpg?1591227006,意外援助,意外援助,Aide improbable,Unerwartete Unterstützung,Aiuto Inatteso,予期せぬ助力,있을 법하지 않은 지원,Ajuda Improvável,Неожиданная Помощь,Ayuda insólita
Void Beckoner,"Void Beckoner	{6}{B}{B}
Creature — Nightmare Horror
Deathtouch
Cycling {2}{B} ({2}{B}, Discard this card: Draw a card.)
When you cycle this card, put a deathtouch counter on target creature you control.
8/8
",https://scryfall.com/card/iko/104/void-beckoner,https://cards.scryfall.io/large/front/a/1/a1523cda-c47d-4419-a5d3-fd6ed9867c56.jpg?1591227023,虚空召兽,虛空召獸,Mandeur du vide,Rufer der Leere,Convocatore del Vuoto,虚空を招くもの,공허 유혹자,Invocador do Vazio,Призыватель Пустоты,Llamavacíos
Whisper Squad,"Whisper Squad	{B}
Creature — Human Soldier
{1}{B}: Search your library for a card named Whisper Squad, put it onto the battlefield tapped, then shuffle.
1/1
",https://scryfall.com/card/iko/105/whisper-squad,https://cards.scryfall.io/large/front/0/9/097eeb32-cfd5-4adb-ac30-d7762e6ea48f.jpg?1591227037,幽语小队,幽語小隊,Escouade chuchotante,Flüsterwache,Squadrone dei Sussurri,囁く兵団,속삭임 부대,Esquadrão dos Sussurros,Шепчущий Отряд,Brigada del susurro
Zagoth Mamba,"Zagoth Mamba	{B}
Creature — Nightmare Snake
Whenever this creature mutates, target creature an opponent controls gets -2/-2 until end of turn.
1/1
",https://scryfall.com/card/iko/106/zagoth-mamba,https://cards.scryfall.io/large/front/c/e/ce945f7e-ded9-4819-9313-d50d3aad40fa.jpg?1688477306,札苟斯树蛇,札苟斯樹蛇,Mamba de Zagoth,Zagoth-Mamba,Mamba di Zagoth,ゼイゴスのマンバ,자고스 맘바,Mamba de Zagoth,Заготская Мамба,Mamba de Zagoth
