name,oracle_text,scryfall_link,image_src,chinese_simplified,chinese_traditional,french,german,italian,japanese,korean,portuguese,russian,spanish
Meletis Charlatan,"Meletis Charlatan	{2}{U}
Creature — Human Wizard
{2}{U}, {T}: The controller of target instant or sorcery spell copies it. That player may choose new targets for the copy.
2/3
",https://scryfall.com/card/ths/54/meletis-charlatan,https://cards.scryfall.io/large/front/b/f/bf22da0c-5bf5-4c81-9422-671ce17c8ffa.jpg?1562828340,迈勒提斯幻术师,邁勒提斯幻術師,Charlatan de Mélétis,Meletis-Scharlatan,Ciarlatano di Meletis,メレティスのほら吹き,멜레티스 허상술사,Charlatão de Meletis,Мелетидский Шарлатан,Embaucador meletiano
Mnemonic Wall,"Mnemonic Wall	{4}{U}
Creature — Wall
Defender
When this creature enters, you may return target instant or sorcery card from your graveyard to your hand.
0/4
",https://scryfall.com/card/ths/55/mnemonic-wall,https://cards.scryfall.io/large/front/a/3/a3e6784b-78e8-4f0b-8d27-d49c7cea9252.jpg?1562852478,记忆墙,記憶牆,Mur mnémonique,Erinnernde Mauer,Muro Mnemonico,記憶の壁,학습의 벽,Barreira Mnemônica,Мнемоническая Стена,Muro mnemónico
Nimbus Naiad,"Nimbus Naiad	{2}{U}
Enchantment Creature — Nymph
Bestow {4}{U} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
Flying
Enchanted creature gets +2/+2 and has flying.
2/2
",https://scryfall.com/card/ths/56/nimbus-naiad,https://cards.scryfall.io/large/front/1/9/19e9c9a2-4c5b-4518-a127-e4ffb23437d6.jpg?1562815277,云雨水灵,雲雨水靈,Naïade des nimbus,Nimbus-Najade,Naiade dei Nembi,雨雲のナイアード,구름의 나이아드,Náiade do Nimbo,Наяда Дождевых Облаков,Náyade del nimbo
Omenspeaker,"Omenspeaker	{1}{U}
Creature — Human Wizard
When this creature enters, scry 2. (Look at the top two cards of your library, then put any number of them on the bottom and the rest on top in any order.)
1/3
",https://scryfall.com/card/ths/57/omenspeaker,https://cards.scryfall.io/large/front/1/b/1b635abe-ad7e-44b8-b3fe-6e365db87c29.jpg?1608909336,示兆先知,示兆先知,Sibylle,Omenverheißerin,Sibilla,前兆語り,흉조의 예언자,Sibila,Вещунья,Presagiadora
Ordeal of Thassa,"Ordeal of Thassa	{1}{U}
Enchantment — Aura
Enchant creature
Whenever enchanted creature attacks, put a +1/+1 counter on it. Then if it has three or more +1/+1 counters on it, sacrifice this Aura.
When you sacrifice this Aura, draw two cards.

",https://scryfall.com/card/ths/58/ordeal-of-thassa,https://cards.scryfall.io/large/front/f/a/fa764244-c5d5-4f27-9c56-866566a1404a.jpg?1562839052,塔萨的试炼,塔薩的試煉,Épreuve de Thassa,Prüfung der Thassa,Ordalia di Thassa,タッサの試練,타사의 시련,Provação de Tassa,Испытание Тассы,Ordalía de Tassa
Prescient Chimera,"Prescient Chimera	{3}{U}{U}
Creature — Chimera
Flying
Whenever you cast an instant or sorcery spell, scry 1. (Look at the top card of your library. You may put that card on the bottom.)
3/4
",https://scryfall.com/card/ths/59/prescient-chimera,https://cards.scryfall.io/large/front/f/4/f4bb655d-8d62-4a79-9a9d-7384d1cb2cc0.jpg?1600726245,预知盖美拉,預知蓋美拉,Chimère presciente,Hellsichtige Chimäre,Chimera Preveggente,先見のキマイラ,예지의 키메라,Quimera Presciente,Химера-Предсказательница,Quimera clarividente
Prognostic Sphinx,"Prognostic Sphinx	{3}{U}{U}
Creature — Sphinx
Flying
Discard a card: This creature gains hexproof until end of turn. Tap it.
Whenever this creature attacks, scry 3.
3/5
",https://scryfall.com/card/ths/60/prognostic-sphinx,https://cards.scryfall.io/large/front/d/9/d9d36763-2975-4b5c-aeda-2d0159cb5191.jpg?1727108875,先知史芬斯,先知史芬斯,Sphinx des auspices,Prophezeiende Sphinx,Sfinge Profetica,予知するスフィンクス,선견지명 스핑크스,Esfinge Prognóstica,Сфинкс-Провидец,Esfinge adivina
Sea God's Revenge,"Sea God's Revenge	{5}{U}
Sorcery
Return up to three target creatures your opponents control to their owners' hands. Scry 1. (Look at the top card of your library. You may put that card on the bottom.)

",https://scryfall.com/card/ths/61/sea-gods-revenge,https://cards.scryfall.io/large/front/5/a/5acdf4e4-5933-43dc-bf8b-25f89415db5b.jpg?1562818596,海神的复仇,海神的復仇,Revanche de la déesse de la Mer,Rache der Meeresgöttin,Vendetta della Dea del Mare,海神の復讐,바다신의 복수,Vingança da Deusa do Mar,Месть Морской Богини,Venganza de la diosa del mar
Sealock Monster,"Sealock Monster	{3}{U}{U}
Creature — Octopus
This creature can't attack unless defending player controls an Island.
{5}{U}{U}: Monstrosity 3. (If this creature isn't monstrous, put three +1/+1 counters on it and it becomes monstrous.)
When this creature becomes monstrous, target land becomes an Island in addition to its other types.
5/5
",https://scryfall.com/card/ths/62/sealock-monster,https://cards.scryfall.io/large/front/c/d/cdd98556-42d5-497e-90c7-f3255c0a8863.jpg?1562840710,海牢怪,海牢怪,Monstre de la geôle océane,Meereskerker-Monster,Mostro di Cellabisso,海檻の怪物,바다감옥 괴물,Monstro da Marmorra,Чудовище из Морского Узилища,Monstruo de la prisión acuática
Shipbreaker Kraken,"Shipbreaker Kraken	{4}{U}{U}
Creature — Kraken
{6}{U}{U}: Monstrosity 4. (If this creature isn't monstrous, put four +1/+1 counters on it and it becomes monstrous.)
When this creature becomes monstrous, tap up to four target creatures. Those creatures don't untap during their controllers' untap steps for as long as you control this creature.
6/6
",https://scryfall.com/card/ths/63/shipbreaker-kraken,https://cards.scryfall.io/large/front/2/e/2e558f0a-f921-4ecf-b1c9-2c93aa2d3fd9.jpg?1608912169,裂船巨海兽,裂船巨海獸,Kraken brisecoque,Kielbrecher-Krake,Kraken Affondatore,船壊しのクラーケン,배를 부수는 크라켄,Kraken Esmagador de Navios,"Кракен, Губитель Кораблей",Kraken rompenavíos
Stymied Hopes,"Stymied Hopes	{1}{U}
Instant
Counter target spell unless its controller pays {1}. Scry 1. (Look at the top card of your library. You may put that card on the bottom.)

",https://scryfall.com/card/ths/64/stymied-hopes,https://cards.scryfall.io/large/front/5/7/5702b757-5be5-4a48-bc73-a87ec4f3193b.jpg?1562818334,希望破灭,希望破滅,Espoirs contrariés,Geraubte Hoffnung,Speranze Ostacolate,阻まれた希望,좌절된 희망,Esperanças Frustradas,Разрушенные Надежды,Esperanzas truncadas
Swan Song,"Swan Song	{U}
Instant
Counter target enchantment, instant, or sorcery spell. Its controller creates a 2/2 blue Bird creature token with flying.

",https://scryfall.com/card/ths/65/swan-song,https://cards.scryfall.io/large/front/8/3/83d0b761-d694-4232-9f40-5bd8c82a05f1.jpg?1752944391,天鹅绝唱,天鵝絕唱,Chant du cygne,Schwanengesang,Canto del Cigno,白鳥の歌,백조의 노래,Canção do Cisne,Лебединая Песнь,Canción del cisne
"Thassa, God of the Sea","Thassa, God of the Sea	{2}{U}
Legendary Enchantment Creature — God
Indestructible
As long as your devotion to blue is less than five, Thassa isn't a creature. (Each {U} in the mana costs of permanents you control counts toward your devotion to blue.)
At the beginning of your upkeep, scry 1.
{1}{U}: Target creature you control can't be blocked this turn.
5/5
",https://scryfall.com/card/ths/66/thassa-god-of-the-sea,https://cards.scryfall.io/large/front/9/f/9f9db424-e668-48b4-b275-7b35be4e1bf8.jpg?1723704718,海神塔萨,海神塔薩,"Thassa, déesse de la Mer","Thassa, Göttin der Meere","Thassa, Dea del Mare",海の神、タッサ,바다의 신 타사,"Tassa, Deusa do Mar","Тасса, Богиня Моря","Tassa, diosa del mar"
Thassa's Bounty,"Thassa's Bounty	{5}{U}
Sorcery
Draw three cards. Target player mills three cards.

",https://scryfall.com/card/ths/67/thassas-bounty,https://cards.scryfall.io/large/front/3/a/3ac987ac-3f81-4704-b42c-651f44670641.jpg?1562816844,塔萨的恩赐,塔薩的恩賜,Don de Thassa,Schatz der Thassa,Dono di Thassa,タッサの褒賞,타사의 하사품,Recompensa de Tassa,Награда Тассы,Regalo de Tassa
Thassa's Emissary,"Thassa's Emissary	{3}{U}
Enchantment Creature — Crab
Bestow {5}{U} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
Whenever this creature or enchanted creature deals combat damage to a player, draw a card.
Enchanted creature gets +3/+3.
3/3
",https://scryfall.com/card/ths/68/thassas-emissary,https://cards.scryfall.io/large/front/f/5/f52b325b-3ea9-4a99-ae99-9d158560e45b.jpg?1562838169,塔萨的密使,塔薩的密使,Émissaire de Thassa,Gesandter der Thassa,Emissario di Thassa,タッサの使者,타사의 사절,Emissário de Tassa,Посланник Тассы,Emisario de Tassa
Triton Fortune Hunter,"Triton Fortune Hunter	{2}{U}
Creature — Merfolk Soldier
Heroic — Whenever you cast a spell that targets this creature, draw a card.
2/2
",https://scryfall.com/card/ths/69/triton-fortune-hunter,https://cards.scryfall.io/large/front/1/1/1173ff96-998c-4fe7-9b28-602d990e0339.jpg?1562814843,逐财屈东,逐財屈東,Chasseur de fortune triton,Tritonier-Glücksjäger,Marinide Cacciatore di Fortune,トリトンの財宝狩り,트리톤 보물 사냥꾼,Talassido Caçador de Fortuna,"Тритон, Охотник за Сокровищами",Tritónido cazafortuna
Triton Shorethief,"Triton Shorethief	{U}
Creature — Merfolk Rogue

1/2
",https://scryfall.com/card/ths/70/triton-shorethief,https://cards.scryfall.io/large/front/d/8/d8f0fe22-dc89-4ad8-b5f6-6d91b61f1385.jpg?1593860951,屈东岸盗,屈東岸盜,Voleuse des rivages tritonne,Tritonier-Küstenräuberin,Marinide Razziacoste,トリトンの岸盗人,트리톤 해변도둑,Talassido Rouba-costa,"Тритон, Береговой Вор",Tritónido acechacostas
Triton Tactics,"Triton Tactics	{U}
Instant
Up to two target creatures each get +0/+3 until end of turn. Untap those creatures. At this turn's next end of combat, tap each creature that was blocked by one of those creatures this turn and it doesn't untap during its controller's next untap step.

",https://scryfall.com/card/ths/71/triton-tactics,https://cards.scryfall.io/large/front/d/a/da8134a6-7fd7-4f41-8127-dc32400fb04b.jpg?1592764684,屈东技略,屈東技略,Tactiques tritonnes,Tritonier-Taktik,Tattiche dei Marinidi,トリトンの戦術,트리톤 전술,Táticas dos Talassidos,Тактика Тритонов,Tácticas de los tritónidos
Vaporkin,"Vaporkin	{1}{U}
Creature — Elemental
Flying
This creature can block only creatures with flying.
2/1
",https://scryfall.com/card/ths/72/vaporkin,https://cards.scryfall.io/large/front/2/c/2c074399-36e9-41f7-918e-5fae267e9da2.jpg?1576382548,氲氤灵,氳氤靈,Hématmos,Dunstgeschöpf,Vaporifera,蒸気の精,수증기 정령,Vaporídeo,Туманница,Vaporosa
Voyage's End,"Voyage's End	{1}{U}
Instant
Return target creature to its owner's hand. Scry 1. (Look at the top card of your library. You may put that card on the bottom.)

",https://scryfall.com/card/ths/73/voyages-end,https://cards.scryfall.io/large/front/c/5/c55c60dc-40ed-4a36-9daa-702f79ffe818.jpg?1600714139,旅途终点,旅途終點,Fin du voyage,Ende der Reise,Fine del Viaggio,航海の終わり,여행의 끝,Fim da Viagem,Конец Путешествия,Fin del viaje
Wavecrash Triton,"Wavecrash Triton	{2}{U}
Creature — Merfolk Wizard
Heroic — Whenever you cast a spell that targets this creature, tap target creature an opponent controls. That creature doesn't untap during its controller's next untap step.
1/4
",https://scryfall.com/card/ths/74/wavecrash-triton,https://cards.scryfall.io/large/front/7/3/7336ca1e-13ef-4e49-a526-3f285bc339bb.jpg?1562819853,裂波屈东,裂波屈東,Triton brisevague,Wellenschmetternder Tritonier,Marinide Dominatore di Flutti,波濤砕きのトリトン,파도를 부르는 트리톤,Talassido da Rebentação,Тритон-Волнолом,Tritónido rompeolas
Abhorrent Overlord,"Abhorrent Overlord	{5}{B}{B}
Creature — Demon
Flying
When this creature enters, create a number of 1/1 black Harpy creature tokens with flying equal to your devotion to black. (Each {B} in the mana costs of permanents you control counts toward your devotion to black.)
At the beginning of your upkeep, sacrifice a creature.
6/6
",https://scryfall.com/card/ths/75/abhorrent-overlord,https://cards.scryfall.io/large/front/4/4/4415d050-7a76-4f8b-bf78-e33dd21fe4f1.jpg?1562817335,乖戾督军,乖戾督軍,Suzerain abject,Verhasster Oberkommandant,Signore Supremo Ripugnante,忌まわしき首領,혐오스러운 지배자,Soberano Abominável,Гнусный Владыка,Jefe supremo aberrante
Agent of the Fates,"Agent of the Fates	{1}{B}{B}
Creature — Human Assassin
Deathtouch
Heroic — Whenever you cast a spell that targets this creature, each opponent sacrifices a creature of their choice.
3/2
",https://scryfall.com/card/ths/76/agent-of-the-fates,https://cards.scryfall.io/large/front/e/c/ecd59977-8788-417d-ba50-e21b8a636bd3.jpg?1562836708,命运密探,命運密探,Agent des Moires,Agent des Schicksals,Agente delle Moire,運命の工作員,운명의 집행자,Agente dos Destinos,Агент Судеб,Agente de las Moiras
Asphodel Wanderer,"Asphodel Wanderer	{B}
Creature — Skeleton Soldier
{2}{B}: Regenerate this creature.
1/1
",https://scryfall.com/card/ths/77/asphodel-wanderer,https://cards.scryfall.io/large/front/6/7/675112db-c477-43f4-b755-54162445fb49.jpg?1562819248,安福陵漂浪客,安福陵漂浪客,Vagabond d'Asphodèle,Asphodel-Wanderer,Errante di Asfodelo,アスフォデルの放浪者,아스포델 떠돌이,Vagante de Asfódelos,Скиталец Асфодели,Vagabundo de Asfodel
Baleful Eidolon,"Baleful Eidolon	{1}{B}
Enchantment Creature — Spirit
Bestow {4}{B} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
Enchanted creature gets +1/+1 and has deathtouch.
1/1
",https://scryfall.com/card/ths/78/baleful-eidolon,https://cards.scryfall.io/large/front/8/5/853a89c6-63f9-4b12-8a5b-2c382e22b226.jpg?1562820831,恶邪幻灵,惡邪幻靈,Eidôlon sinistre,Unheilvolles Eidolon,Apparizione Funesta,悪意の幻霊,악의의 에이돌론,Eidolon Odioso,Эйдолон Бедствий,Eidolón maléfico
Blood-Toll Harpy,"Blood-Toll Harpy	{2}{B}
Creature — Harpy
Flying
When this creature enters, each player loses 1 life.
2/1
",https://scryfall.com/card/ths/79/blood-toll-harpy,https://cards.scryfall.io/large/front/c/0/c081f3e2-e4e6-4ef5-9969-64aca9c11413.jpg?1576382588,索血哈痞,索血哈痞,Harpie dîmesang,Blutzoll-Harpyie,Arpia del Dazio di Sangue,血集りのハーピー,피를 거두는 하피,Harpia do Pedágio de Sangue,Гарпия Кровавой Дани,Arpía anunciasangre
Boon of Erebos,"Boon of Erebos	{B}
Instant
Target creature gets +2/+0 until end of turn. Regenerate it. You lose 2 life.

",https://scryfall.com/card/ths/80/boon-of-erebos,https://cards.scryfall.io/large/front/4/3/4371083b-c300-4464-a7ea-6168db4e345c.jpg?1562817316,厄睿柏斯的恩泽,厄睿柏斯的恩澤,Faveur d'Érébos,Segen des Erebos,Beneficio di Erebos,エレボスの加護,에레보스의 축복,Bênção de Érebo,Благодеяние Эреба,Dádiva de Erebos
Cavern Lampad,"Cavern Lampad	{3}{B}
Enchantment Creature — Nymph
Bestow {5}{B} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
Intimidate (This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.)
Enchanted creature gets +2/+2 and has intimidate.
2/2
",https://scryfall.com/card/ths/81/cavern-lampad,https://cards.scryfall.io/large/front/e/3/e340de29-026f-4c76-8cb5-1abfcecbb3b1.jpg?1562835057,洞窟冥灵,洞窟冥靈,Lampade des cavernes,Höhlen-Lampade,Lampiade delle Caverne,洞窟のランパード,동굴 램파드,Lâmpade da Caverna,Пещерная Лампада,Lampa de la caverna
Cutthroat Maneuver,"Cutthroat Maneuver	{3}{B}
Instant
Up to two target creatures each get +1/+1 and gain lifelink until end of turn.

",https://scryfall.com/card/ths/82/cutthroat-maneuver,https://cards.scryfall.io/large/front/6/2/62497880-64dc-4911-8513-f95b73086136.jpg?1562818977,割喉计略,割喉計略,Manœuvre du surineur,Mörderisches Manöver,Manovra Spietata,殺し屋の行動,살인적인 솜씨,Manobra Feroz,Жестокий Маневр,Maniobra despiadada
Dark Betrayal,"Dark Betrayal	{B}
Instant
Destroy target black creature.

",https://scryfall.com/card/ths/83/dark-betrayal,https://cards.scryfall.io/large/front/5/6/56adf4ea-1b1c-4737-8574-1848ca47d4f3.jpg?1562818301,邪恶背叛,邪惡背叛,Obscure trahison,Dunkler Verrat,Tradimento Oscuro,闇の裏切り,사악한 배신,Traição Sombria,Темное Предательство,Traición oscura
Disciple of Phenax,"Disciple of Phenax	{2}{B}{B}
Creature — Human Cleric
When this creature enters, target player reveals a number of cards from their hand equal to your devotion to black. You choose one of them. That player discards that card. (Each {B} in the mana costs of permanents you control counts toward your devotion to black.)
1/3
",https://scryfall.com/card/ths/84/disciple-of-phenax,https://cards.scryfall.io/large/front/8/1/81c1137c-1cbd-4918-9d1c-a9d2bd88562e.jpg?1562820646,斐纳克的信徒,斐納克的信徒,Disciple de Phénax,Schülerin des Phenax,Discepola di Fenax,フィナックスの信奉者,페낙스의 사도,Discípulo de Fenax,Приверженица Фенакса,Discípulo de Fenax
"Erebos, God of the Dead","Erebos, God of the Dead	{3}{B}
Legendary Enchantment Creature — God
Indestructible
As long as your devotion to black is less than five, Erebos isn't a creature. (Each {B} in the mana costs of permanents you control counts toward your devotion to black.)
Your opponents can't gain life.
{1}{B}, Pay 2 life: Draw a card.
5/7
",https://scryfall.com/card/ths/85/erebos-god-of-the-dead,https://cards.scryfall.io/large/front/d/0/d0787e1f-0b75-44ab-a8fd-90358906a787.jpg?1562831894,死神厄睿柏斯,死神厄睿柏斯,"Érébos, dieu des Morts","Erebos, Gott der Toten","Erebos, Dio dei Morti",死者の神、エレボス,죽음의 신 에레보스,"Érebo, Deus dos Mortos","Эреб, Бог Мертвых","Erebos, dios de los muertos"
Erebos's Emissary,"Erebos's Emissary	{3}{B}
Enchantment Creature — Snake
Bestow {5}{B} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
Discard a creature card: This creature gets +2/+2 until end of turn. If this permanent is an Aura, enchanted creature gets +2/+2 until end of turn instead.
Enchanted creature gets +3/+3.
3/3
",https://scryfall.com/card/ths/86/ereboss-emissary,https://cards.scryfall.io/large/front/5/a/5aa96f63-d5c3-47d3-a54d-a67883406fc5.jpg?1562818582,厄睿柏斯的密使,厄睿柏斯的密使,Émissaire d'Érébos,Gesandter des Erebos,Emissario di Erebos,エレボスの使者,에레보스의 사절,Emissário de Érebo,Посланник Эреба,Emisario de Erebos
Felhide Minotaur,"Felhide Minotaur	{2}{B}
Creature — Minotaur

2/3
",https://scryfall.com/card/ths/87/felhide-minotaur,https://cards.scryfall.io/large/front/b/4/b4e424de-81be-4f90-a7a2-4102c8ba8989.jpg?1593860908,惊怖牛头怪,驚怖牛頭怪,Minotaure Fangepeau,Schauderbalg-Minotaurus,Minotauro Velloirsuto,悪魔の皮のミノタウルス,썩은가죽 미노타우로스,Minotauro Courovil,Скверношкурый Минотавр,Minotauro pielacre
Fleshmad Steed,"Fleshmad Steed	{1}{B}
Creature — Horse
Whenever another creature dies, tap this creature.
2/2
",https://scryfall.com/card/ths/88/fleshmad-steed,https://cards.scryfall.io/large/front/3/7/378c5ba0-bf4f-43d5-b371-0991db5a2e32.jpg?1562816681,肉狂驹,肉狂駒,Destrier carnerage,Fleischgieriger Hengst,Destriero Bramacarne,肉餓えの馬,살육에 미친 전투마,Corcel Carnivoraz,Алчущий Плоти Конь,Corcel engullecarne
Gray Merchant of Asphodel,"Gray Merchant of Asphodel	{3}{B}{B}
Creature — Zombie
When this creature enters, each opponent loses X life, where X is your devotion to black. You gain life equal to the life lost this way. (Each {B} in the mana costs of permanents you control counts toward your devotion to black.)
2/4
",https://scryfall.com/card/ths/89/gray-merchant-of-asphodel,https://cards.scryfall.io/large/front/0/0/00d001d0-fd29-4b7c-9d0e-9131b995f910.jpg?1726284821,安福陵的暗贾,安福陵的暗賈,Marchand gris d'Asphodèle,Grauer Händler aus Asphodel,Mercante Grigio di Asfodelo,アスフォデルの灰色商人,아스포델의 회색 상인,Mercador Cinzento de Asfódelos,Серый Торговец из Асфодели,Comerciante plomizo de Asfodel
Hero's Downfall,"Hero's Downfall	{1}{B}{B}
Instant
Destroy target creature or planeswalker.

",https://scryfall.com/card/ths/90/heros-downfall,https://cards.scryfall.io/large/front/a/d/ad2c01d9-8f54-46c0-9dc9-d4d4764ce1c9.jpg?1731652610,英雄殉身,英雄殉身,Chute du héros,Des Helden Untergang,Caduta dell'Eroe,英雄の破滅,영웅의 몰락,Queda do Herói,Падение Героя,La caída del héroe
Hythonia the Cruel,"Hythonia the Cruel	{4}{B}{B}
Legendary Creature — Gorgon
Deathtouch
{6}{B}{B}: Monstrosity 3. (If this creature isn't monstrous, put three +1/+1 counters on it and it becomes monstrous.)
When Hythonia becomes monstrous, destroy all non-Gorgon creatures.
4/6
",https://scryfall.com/card/ths/91/hythonia-the-cruel,https://cards.scryfall.io/large/front/a/9/a9fbc814-4281-4ac6-a844-68bcd848f229.jpg?1562824218,残酷的许瞳涅娅,殘酷的許瞳涅婭,Hythonia la Cruelle,Hythonia die Grausame,Itonia la Crudele,残酷なハイソニア,잔인한 하이소니아,"Hitônia, a Cruel",Гитония Жестокая,"Hytonia, la cruel"
Insatiable Harpy,"Insatiable Harpy	{2}{B}{B}
Creature — Harpy
Flying, lifelink
2/2
",https://scryfall.com/card/ths/92/insatiable-harpy,https://cards.scryfall.io/large/front/1/4/1439ed8d-ae11-4159-9420-5d98c6cc93b3.jpg?1562814974,无餍哈痞,無饜哈痞,Harpie insatiable,Unersättliche Harpyie,Arpia Insaziabile,強欲なハーピー,탐욕스러운 하피,Harpia Insaciável,Ненасытная Гарпия,Arpía insaciable
Keepsake Gorgon,"Keepsake Gorgon	{3}{B}{B}
Creature — Gorgon
Deathtouch
{5}{B}{B}: Monstrosity 1. (If this creature isn't monstrous, put a +1/+1 counter on it and it becomes monstrous.)
When this creature becomes monstrous, destroy target non-Gorgon creature an opponent controls.
2/5
",https://scryfall.com/card/ths/93/keepsake-gorgon,https://cards.scryfall.io/large/front/a/a/aa8d2ece-9639-4384-8284-27a1b0475228.jpg?1576382692,念赠蛇发妖,念贈蛇髮妖,Gorgone aux souvenirs,Andenkensammelnde Gorgo,Gorgone dei Ricordi,形見持ちのゴルゴン,수집가 고르곤,Górgona das Recordações,Горгона-Собирательница,Gorgona de los recuerdos
Lash of the Whip,"Lash of the Whip	{4}{B}
Instant
Target creature gets -4/-4 until end of turn.

",https://scryfall.com/card/ths/94/lash-of-the-whip,https://cards.scryfall.io/large/front/b/a/ba32cf1f-375c-4cc5-9963-c4f9510e3b39.jpg?1562827751,死神鞭击,死神鞭擊,Coup de fouet,Peitschenhieb,Sferzata di Frusta,鞭の一振り,채찍질,Estalar do Chicote,Удар Кнута,Restallido de látigo
Loathsome Catoblepas,"Loathsome Catoblepas	{5}{B}
Creature — Beast
{2}{G}: This creature must be blocked this turn if able.
When this creature dies, target creature an opponent controls gets -3/-3 until end of turn.
3/3
",https://scryfall.com/card/ths/95/loathsome-catoblepas,https://cards.scryfall.io/large/front/4/a/4a8cff2f-ba52-4d22-83e8-13c56368f1df.jpg?1562817730,恶憎牛身妖瞳,惡憎牛身妖瞳,Catoblépas répugnant,Widerwärtiger Katoblepas,Catoblepa Nauseante,毒々しいカトブレパス,추악한 카토블리파스,Catoblepas Repugnante,Отвратительный Катоблепас,Catóblepon abominable
March of the Returned,"March of the Returned	{3}{B}
Sorcery
Return up to two target creature cards from your graveyard to your hand.

",https://scryfall.com/card/ths/96/march-of-the-returned,https://cards.scryfall.io/large/front/9/8/983f7521-16e3-4057-a482-7d86392daa57.jpg?1562821767,转世行伍,轉世行伍,Marche des Reparus,Aufmarsch der Wiedergekehrten,Marcia dei Risvegliati,蘇りし者の行進,되살아난 자들의 행진,Marcha dos Ressurgidos,Марш Возвращенных,Marcha de los Resurgidos
Mogis's Marauder,"Mogis's Marauder	{2}{B}
Creature — Human Berserker
When this creature enters, up to X target creatures each gain intimidate and haste until end of turn, where X is your devotion to black. (A creature with intimidate can't be blocked except by artifact creatures and/or creatures that share a color with it. Each {B} in the mana costs of permanents you control counts toward your devotion to black.)
2/2
",https://scryfall.com/card/ths/97/mogiss-marauder,https://cards.scryfall.io/large/front/9/d/9dfd36c5-a484-4973-873c-b6a433da8e7a.jpg?1562822323,墨癸斯的劫掠者,墨癸斯的劫掠者,Maraudeur de Mogis,Mogis' Plünderer,Predatore di Mogis,モーギスの匪賊,모기스의 약탈자,Saqueador de Mogis,Мародер Могия,Merodeador de Mogis
Nighthowler,"Nighthowler	{1}{B}{B}
Enchantment Creature — Horror
Bestow {2}{B}{B} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.)
This creature and enchanted creature each get +X/+X, where X is the number of creature cards in all graveyards.
0/0
",https://scryfall.com/card/ths/98/nighthowler,https://cards.scryfall.io/large/front/b/7/b76dab3d-1788-4ab7-8d2b-70f7787cf935.jpg?1681729115,夜嚎怪,夜嚎怪,Hurlenuit,Nachtheuler,Ululatore Notturno,夜の咆哮獣,울부짖는 밤야수,Uivador Noturno,Воющий в Ночи,Aullador nocturno
Ordeal of Erebos,"Ordeal of Erebos	{1}{B}
Enchantment — Aura
Enchant creature
Whenever enchanted creature attacks, put a +1/+1 counter on it. Then if it has three or more +1/+1 counters on it, sacrifice this Aura.
When you sacrifice this Aura, target player discards two cards.

",https://scryfall.com/card/ths/99/ordeal-of-erebos,https://cards.scryfall.io/large/front/9/e/9e02ddba-fdc1-4d7b-89eb-00a0417f8963.jpg?1562822328,厄睿柏斯的试炼,厄睿柏斯的試煉,Épreuve d'Érébos,Prüfung des Erebos,Ordalia di Erebos,エレボスの試練,에레보스의 시련,Provação de Érebo,Испытание Эреба,Ordalía de Erebos
Pharika's Cure,"Pharika's Cure	{B}{B}
Instant
Pharika's Cure deals 2 damage to target creature and you gain 2 life.

",https://scryfall.com/card/ths/100/pharikas-cure,https://cards.scryfall.io/large/front/c/0/c0efc963-5848-44eb-a654-c08b5bd4501d.jpg?1562829047,芳瑞卡的医治,芳瑞卡的醫治,Guérison de Pharika,Pharikas Heilmittel,Cura di Farika,ファリカの療法,파리카의 치유,Cura de Fárica,Лекарство Фарики,Cura de Farika
Read the Bones,"Read the Bones	{2}{B}
Sorcery
Scry 2, then draw two cards. You lose 2 life. (To scry 2, look at the top two cards of your library, then put any number of them on the bottom and the rest on top in any order.)

",https://scryfall.com/card/ths/101/read-the-bones,https://cards.scryfall.io/large/front/b/3/b3198f96-f9d8-494f-a556-24ce3ad3895d.jpg?1726284891,解读骨卦,解讀骨卦,Lire dans les os,Aus den Knochen lesen,Leggere le Ossa,骨読み,뼈로 친 점,Leia os Ossos,Гадание по Костям,Lectura de huesos
Rescue from the Underworld,"Rescue from the Underworld	{4}{B}
Instant
As an additional cost to cast this spell, sacrifice a creature.
Choose target creature card in your graveyard. Return that card and the sacrificed card to the battlefield under your control at the beginning of your next upkeep. Exile Rescue from the Underworld.

",https://scryfall.com/card/ths/102/rescue-from-the-underworld,https://cards.scryfall.io/large/front/2/e/2e46aa9c-7a29-4eb4-bc44-a201c22824d2.jpg?1562816254,冥界救援,冥界救援,Sauvetage dans le Monde souterrain,Errettung aus der Unterwelt,Salvataggio dall'Ade,死の国からの救出,저승에서의 구출,Resgatar do Submundo,Спасение из Подземного Царства,Rescate del Inframundo
